1 138.1 78.635 3 4 1 1 0 3.6639 8 0 0
1 78.156 106.16 2 1 2 1 0 1.3372 8 0 0
1 135.9 87.263 4 4 3 1 0 1.5613 8 0 0
1 95.081 129.76 4 2 4 1 0 0.56937 8 0 0
1 108.16 121.17 3 2 4 1 0 1.0973 8 0 0
1 78.076 96.265 4 1 1 1 1 0.88931 8 0 0
1 58.433 101.94 2 1 1 1 1 0.93728 8 0 0
1 95.087 138.82 4 2 2 1 1 1.0973 8 0 0
1 126.81 79.395 4 4 4 1 1 2.6493 8 0 0
1 95.503 80.539 3 3 2 1 0 1.3213 8 0 0
1 135.92 94.174 3 4 4 1 1 0.87326 8 0 0
1 96.222 119.36 4 2 3 1 0 1.9932 8 0 0
1 67.377 101.21 1 1 1 1 1 0.5213 8 0 0
1 130.11 92.592 1 4 4 1 1 1.0012 8 0 0
1 67.719 92.352 4 1 1 1 1 1.1612 8 0 0
1 123.59 90.996 2 3 4 1 0 0.61726 8 0 0
1 94.439 74.619 4 3 4 1 0 0.93692 8 0 0
1 84.668 102.75 3 1 4 1 0 1.1132 8 0 0
1 92.034 75.207 2 3 2 1 0 1.6573 8 0 0
1 79.896 81.103 3 3 1 1 0 0.85732 8 0 0
1 79.388 101.95 2 1 2 1 0 0.66529 8 0 0
1 75.224 88.377 4 1 2 1 0 0.95328 8 0 0
1 96.639 63.931 2 3 4 1 0 0.90534 8 0 0
1 103.29 76.818 4 3 4 1 0 0.84126 8 0 0
1 114.2 77.146 1 3 3 1 1 0.68132 8 0 0
1 101.3 118.25 3 2 4 1 0 0.76129 8 0 0
1 84.233 137.95 3 2 1 1 0 1.0334 8 0 0
1 103.04 133.76 1 2 2 1 1 1.5132 8 0 0
1 100.66 138.95 1 2 2 1 1 0.77721 8 0 0
1 110.47 86.667 4 3 1 1 0 0.9211 8 0 0
1 111.85 115.57 4 2 2 1 1 0.76124 8 0 0
1 138.91 109.03 2 4 2 1 0 0.84137 8 0 0
1 97.37 74.791 1 3 4 1 0 1.0653 8 0 0
1 88.46 132.35 4 2 2 1 1 0.74519 8 0 0
1 102.03 55.27 2 3 4 1 0 1.0333 8 0 0
1 81.331 81.853 1 1 2 1 0 0.72924 8 0 0
1 71.147 98.665 3 1 4 1 0 0.87331 8 0 0
1 100.19 132.46 4 2 3 1 0 0.48891 8 0 0
1 135.48 103.1 3 4 2 1 0 1.2093 8 0 0
1 56.719 111.46 4 1 1 1 1 0.7133 8 0 0
1 129.64 91.975 1 4 2 1 0 1.0173 8 0 0
1 100.45 75.41 4 3 4 1 0 0.72913 8 0 0
1 105.84 59.327 3 3 3 1 1 0.69728 8 0 0
1 95.636 122.01 4 2 1 1 0 1.289 8 0 0
1 101.93 124.92 1 2 2 1 1 1.0812 8 0 0
1 103.49 123.83 4 2 1 1 0 1.7852 8 0 0
1 65.483 111.99 1 1 1 1 1 0.92106 8 0 0
1 80.514 110.94 4 1 1 1 1 0.90525 8 0 0
1 100.28 82.642 1 3 4 1 0 1.2254 8 0 0
1 132.97 97.663 3 4 2 1 0 1.0654 8 0 0
1 97.504 109.72 2 2 4 1 0 1.1292 8 0 0
1 68.92 110.38 2 1 4 1 0 1.1772 8 0 0
