1 137.35 113.99 4 4 1 1 0 2.7014 8 0 0
1 95.503 80.539 3 3 2 1 0 1.1849 8 0 0
1 77.043 103.02 1 1 3 1 0 0.53731 8 0 0
1 83.097 99.69 3 1 4 1 0 0.36136 8 0 0
1 138.91 109.03 3 4 1 1 0 1.9773 8 0 0
1 97.803 130.48 2 2 2 1 1 1.3053 8 0 0
1 58.433 101.94 1 1 4 1 0 3.9773 8 0 0
1 138.16 109.2 3 4 1 1 0 1.0812 8 0 0
1 105.29 110.19 2 2 2 1 1 1.3212 8 0 0
1 124.8 92.44 3 4 2 1 0 2.6652 8 0 0
1 126.81 79.395 4 4 2 1 0 1.4973 8 0 0
1 130.46 86.239 1 4 3 1 0 2.1052 8 0 0
1 132.47 91.274 4 4 4 1 1 0.96935 8 0 0
1 113.19 81.538 4 4 4 1 1 1.3053 8 0 0
1 64.441 99.62 3 1 2 1 0 2.6013 8 0 0
1 131.82 93.131 1 4 4 1 1 0.88922 8 0 0
1 88.46 132.35 1 2 2 1 1 2.4892 8 0 0
1 107.66 76.983 1 3 4 1 0 1.2253 8 0 0
1 118.36 111.64 2 4 1 1 0 0.87327 8 0 0
1 100.26 126.58 1 2 4 1 0 1.1293 8 0 0
1 108.16 121.17 1 2 3 1 0 0.58514 8 0 0
1 111.32 66.94 2 3 2 1 0 0.82534 8 0 0
1 79.921 80.143 3 1 4 1 0 1.0013 8 0 0
1 111.42 105.79 4 4 4 1 1 3.0812 8 0 0
1 108.36 74.954 1 3 3 1 1 3.2252 8 0 0
1 84.233 137.95 3 2 2 1 1 1.5773 8 0 0
1 130.11 92.592 4 4 1 1 0 1.4172 8 0 0
1 81.331 81.853 2 1 2 1 0 4.009 8 0 0
1 96.006 70.31 4 3 4 1 0 1.9131 8 0 0
1 65.483 111.99 2 1 2 1 0 1.7373 8 0 0
1 67.719 92.352 2 1 4 1 0 0.80936 8 0 0
1 99.777 123.8 2 2 4 1 0 1.3853 8 0 0
1 105.84 59.327 1 3 2 1 0 0.61684 8 0 0
1 96.222 119.36 4 2 4 1 0 2.0893 8 0 0
1 97.37 74.791 3 3 3 1 1 2.1689 8 0 0
