1 107.66 76.983 2 3 1 1 0 1.6377 6
1 138.91 109.03 3 4 2 1 0 1.2589 6
1 79.921 80.143 2 1 4 1 0 0.29952 6
1 71.147 98.665 1 1 3 1 0 0.37927 6
1 131.82 93.131 4 4 3 1 0 0.29162 6
1 114.2 77.146 2 3 1 1 0 0.68347 6
1 100.28 82.642 3 3 2 1 0 0.62008 6
1 84.668 102.75 3 1 4 1 0 1.0438 6
1 143.47 104.91 4 4 1 1 0 0.93918 6
1 100.66 138.95 4 2 3 1 0 0.83563 6
1 109.19 138.07 1 2 4 1 0 1.9878 6
1 118.36 111.64 4 4 2 1 0 0.58663 6
1 108.59 150 2 2 2 1 1 0.77939 6
1 65.483 111.99 1 1 4 1 0 0.82745 6
1 80.514 110.94 2 1 3 1 0 0.90756 6
1 95.081 129.76 2 2 1 1 0 0.79573 6
1 108.16 121.17 2 2 4 1 0 0.81957 6
1 68.92 110.38 2 1 3 1 0 1.3314 6
1 64.441 99.62 1 1 4 1 0 0.80372 6
1 110.47 86.667 4 3 1 1 0 0.82758 6
1 102.03 55.27 3 3 2 1 0 0.61955 6
1 103.8 134.02 2 2 2 1 1 0.59538 6
1 132.97 97.663 1 4 1 1 0 0.77939 6
1 132.47 91.274 2 4 2 1 0 0.62647 6
1 75.224 88.377 3 1 4 1 0 0.5877 6
1 105.35 62.113 2 3 4 1 0 0.60348 6
1 130.46 86.239 1 4 2 1 0 0.68336 6
1 130.11 92.592 3 4 2 1 0 0.65966 6
1 150.2 102.4 3 4 2 1 0 0.66773 6
1 137.08 110.12 1 4 3 1 0 0.57138 6
1 103.29 76.818 1 3 3 1 1 0.57974 6
1 105.84 59.327 3 3 3 1 1 0.50782 6
1 97.37 74.791 2 3 3 1 1 0.64365 6
1 124.8 92.44 4 4 4 1 1 0.62791 6
1 70.057 97.824 2 1 2 1 0 0.73961 6
1 105.29 110.19 4 2 2 1 1 0.36362 6
1 78.451 105.19 3 1 2 1 0 0.75981 6
1 100.19 132.46 1 2 2 1 1 0.4918 6
1 96.222 119.36 1 2 1 1 0 0.77938 6
1 78.076 96.265 2 1 4 1 0 0.55557 6
1 96.006 70.31 1 3 3 1 1 0.51538 6
1 101.93 124.92 3 2 2 1 1 0.72344 6
1 138.16 109.2 2 4 4 1 1 0.52356 6
1 95.087 138.82 3 2 2 1 1 1.0435 6
1 99.777 123.8 1 2 2 1 1 0.45955 6
1 73.271 112.19 3 1 2 1 0 0.66766 6
1 99.874 116.05 1 2 2 1 1 0.47042 6
1 88.46 132.35 4 2 2 1 1 0.53164 6
1 135.48 103.1 4 4 1 1 0 0.77955 6
1 84.233 137.95 1 2 2 1 1 0.73164 6
1 79.896 81.103 3 3 3 1 1 0.45971 6
1 74.406 94.873 3 1 3 1 0 0.53195 6
1 78.156 106.16 3 1 2 1 0 0.72369 6
1 56.719 111.46 3 1 4 1 0 2.5398 6
1 114.29 103.67 2 4 3 1 0 0.75553 6
1 137.35 113.99 3 4 2 1 0 0.60357 6
1 103.49 123.83 4 2 2 1 1 0.65908 6
1 97.504 109.72 2 2 2 1 1 0.50858 6
1 58.433 101.94 3 1 4 1 0 1.2594 6
1 83.097 99.69 2 1 3 1 0 1.0673 6
1 96.095 76.707 2 3 3 1 1 0.6437 6
1 135.9 87.263 2 4 3 1 0 0.56356 6
1 126.81 79.395 4 4 3 1 0 1.0196 6
1 95.636 122.01 4 2 2 1 1 0.64346 6
1 81.331 81.853 2 1 4 1 0 0.61934 6
1 123.59 90.996 2 3 3 1 1 0.85954 6
1 92.034 75.207 2 3 3 1 1 1.2915 6
1 108.36 74.954 2 3 3 1 1 0.59546 6
1 94.17 78.633 1 3 3 1 1 0.56352 6
1 103.04 133.76 1 2 2 1 1 0.6197 6
1 124.62 98.248 1 4 3 1 0 0.70757 6
