1 81.331 81.853 2 1 1 1 1 1.5679 8 0 0
1 94.439 74.619 1 3 1 1 0 1.0998 8 0 0
1 87.493 102.65 1 1 2 1 0 0.87258 8 0 0
1 85.51 78.382 4 3 3 1 1 1.7227 8 0 0
1 105.35 62.113 4 3 4 1 0 1.0637 8 0 0
1 94.17 78.633 3 3 3 1 1 0.75356 8 0 0
1 100.28 82.642 2 3 3 1 1 1.6988 8 0 0
1 125.42 88.357 1 4 1 1 0 2.4293 8 0 0
1 108.16 121.17 3 2 2 1 1 1.0921 8 0 0
1 100.45 75.41 1 3 1 1 0 1.2675 8 0 0
1 102.03 55.27 2 3 4 1 0 0.98135 8 0 0
1 124.62 98.248 2 4 3 1 0 0.98326 8 0 0
1 49.067 104.17 3 1 1 1 1 3.6094 8 0 0
1 108.59 150 1 2 2 1 1 0.75871 8 0 0
1 101.93 124.92 2 2 1 1 0 0.56024 8 0 0
1 67.377 101.21 1 1 1 1 1 0.74092 8 0 0
1 97.504 109.72 4 2 3 1 0 0.71764 8 0 0
1 58.433 101.94 4 1 1 1 1 0.78217 8 0 0
1 138.91 109.03 4 4 4 1 1 0.76417 8 0 0
1 135.9 87.263 1 4 4 1 1 0.60168 8 0 0
1 70.057 97.824 3 1 1 1 1 0.77182 8 0 0
1 103.29 76.818 4 3 3 1 1 2.3151 8 0 0
1 75.224 88.377 4 1 3 1 0 1.449 8 0 0
1 78.451 105.19 1 1 3 1 0 1.66 8 0 0
1 80.514 110.94 3 1 2 1 0 2.5375 8 0 0
1 114.29 103.67 1 4 4 1 1 1.4506 8 0 0
1 109.19 138.07 2 2 2 1 1 1.1721 8 0 0
1 111.32 66.94 2 3 4 1 0 2.1392 8 0 0
1 79.896 81.103 3 3 2 1 0 0.79009 8 0 0
1 130.46 86.239 2 4 4 1 1 1.373 8 0 0
1 97.803 130.48 1 2 3 1 0 0.86759 8 0 0
1 88.46 132.35 1 2 2 1 1 1.4068 8 0 0
1 67.719 92.352 2 1 1 1 1 1.2685 8 0 0
1 105.29 110.19 3 2 3 1 0 2.2897 8 0 0
1 96.222 119.36 4 2 3 1 0 1.1696 8 0 0
