"acc" "trial" "block"
0.705882 158 7
0.882353 159 7
0.529412 160 7
0.588235 161 7
0.764706 162 7
0.705882 163 7
0.705882 164 7
0.647059 165 7
0.823529 166 7
0.411765 167 7
0.647059 168 7
0.647059 169 7
0.529412 170 7
0.705882 171 7
0.588235 172 7
0.529412 173 7
0.235294 174 7
0.647059 175 7
0.705882 176 8
0.647059 177 8
0.647059 178 8
0.764706 179 8
0.588235 180 8
0.705882 181 8
0.529412 182 8
0.823529 183 8
0.470588 184 8
0.705882 185 8
0.764706 186 8
0.529412 187 8
0.705882 188 8
0.529412 189 8
0.764706 190 8
0.588235 191 8
0.705882 192 8
0.470588 193 8
0.705882 194 8
0.588235 195 8
0.705882 196 8
0.764706 197 8
0.705882 198 8
0.705882 199 8
0.764706 200 8
0.470588 201 9
0.705882 202 9
0.764706 203 9
0.823529 204 9
0.764706 205 9
0.705882 206 9
0.529412 207 9
0.705882 208 9
0.529412 209 9
0.823529 210 9
0.764706 211 9
0.705882 212 9
0.529412 213 9
0.588235 214 9
0.647059 215 9
0.588235 216 9
0.647059 217 9
0.764706 218 9
0.647059 219 9
0.705882 220 9
0.705882 221 9
0.588235 222 9
0.764706 223 9
0.647059 224 9
0.764706 225 9
0.823529 226 10
0.764706 227 10
0.705882 228 10
0.823529 229 10
0.352941 230 10
0.588235 231 10
0.588235 232 10
0.647059 233 10
0.764706 234 10
0.647059 235 10
0.705882 236 10
0.647059 237 10
0.705882 238 10
0.647059 239 10
0.588235 240 10
0.647059 241 10
0.647059 242 10
0.588235 243 10
0.588235 244 10
0.352941 245 10
0.705882 246 10
0.705882 247 10
0.588235 248 10
0.705882 249 10
0.588235 250 10
0.588235 251 11
0.764706 252 11
0.705882 253 11
0.705882 254 11
0.529412 255 11
0.647059 256 11
0.647059 257 11
0.823529 258 11
0.764706 259 11
0.705882 260 11
0.705882 261 11
0.529412 262 11
0.705882 263 11
0.705882 264 11
0.647059 265 11
0.823529 266 11
0.647059 267 11
0.705882 268 11
0.588235 269 11
0.470588 270 11
0.764706 271 11
0.705882 272 11
0.588235 273 11
0.647059 274 11
0.705882 275 11
0.529412 276 12
0.882353 277 12
0.705882 278 12
0.647059 279 12
0.764706 280 12
0.529412 281 12
0.588235 282 12
0.764706 283 12
0.941176 284 12
0.647059 285 12
0.705882 286 12
0.764706 287 12
0.588235 288 12
0.529412 289 12
0.529412 290 12
0.529412 291 12
0.647059 292 12
0.647059 293 12
0.705882 294 12
0.647059 295 12
0.588235 296 12
0.823529 297 12
0.705882 298 12
0.882353 299 12
0.647059 300 12
0.647059 301 13
0.411765 302 13
0.823529 303 13
0.764706 304 13
0.588235 305 13
0.764706 306 13
0.764706 307 13
0.647059 308 13
0.647059 309 13
0.588235 310 13
0.470588 311 13
0.764706 312 13
0.705882 313 13
0.647059 314 13
0.764706 315 13
0.588235 316 13
0.764706 317 13
0.647059 318 13
0.705882 319 13
0.588235 320 13
0.705882 321 13
0.647059 322 13
0.529412 323 13
0.529412 324 13
0.705882 325 13
0.705882 326 14
0.705882 327 14
0.647059 328 14
0.705882 329 14
0.529412 330 14
0.647059 331 14
0.705882 332 14
0.352941 333 14
0.647059 334 14
0.647059 335 14
0.705882 336 14
0.588235 337 14
0.529412 338 14
0.411765 339 14
0.529412 340 14
0.647059 341 14
0.470588 342 14
0.176471 343 14
0.411765 344 14
0.529412 345 14
0.470588 346 14
0.705882 347 14
0.352941 348 14
0.764706 349 14
0.470588 350 14
0.470588 351 15
0.705882 352 15
0.470588 353 15
0.529412 354 15
0.352941 355 15
0.470588 356 15
0.529412 357 15
0.764706 358 15
0.764706 359 15
0.705882 360 15
0.529412 361 15
0.529412 362 15
0.529412 363 15
0.764706 364 15
0.529412 365 15
0.529412 366 15
0.588235 367 15
0.470588 368 15
0.588235 369 15
0.588235 370 15
0.470588 371 15
0.352941 372 15
0.411765 373 15
0.352941 374 15
0.529412 375 15
0.529412 376 16
0.411765 377 16
0.529412 378 16
0.470588 379 16
0.588235 380 16
0.529412 381 16
0.823529 382 16
0.647059 383 16
0.588235 384 16
0.294118 385 16
0.470588 386 16
0.411765 387 16
0.176471 388 16
0.588235 389 16
0.470588 390 16
0.588235 391 16
0.470588 392 16
0.470588 393 16
0.764706 394 16
0.529412 395 16
0.411765 396 16
0.647059 397 16
0.470588 398 16
0.705882 399 16
0.529412 400 16
0.588235 401 17
0.529412 402 17
0.647059 403 17
0.411765 404 17
0.411765 405 17
0.470588 406 17
0.294118 407 17
0.294118 408 17
0.411765 409 17
0.235294 410 17
0.529412 411 17
0.588235 412 17
0.588235 413 17
0.235294 414 17
0.352941 415 17
0.411765 416 17
0.588235 417 17
0.352941 418 17
0.529412 419 17
0.588235 420 17
0.705882 421 17
0.352941 422 17
0.352941 423 17
0.529412 424 17
0.588235 425 17
0.470588 426 18
0.352941 427 18
0.588235 428 18
0.411765 429 18
0.529412 430 18
0.470588 431 18
0.470588 432 18
0.529412 433 18
0.470588 434 18
0.294118 435 18
0.352941 436 18
0.411765 437 18
0.411765 438 18
0.529412 439 18
0.411765 440 18
0.470588 441 18
0.470588 442 18
0.411765 443 18
0.411765 444 18
0.529412 445 18
0.529412 446 18
0.470588 447 18
0.411765 448 18
0.529412 449 18
0.294118 450 18
0.470588 451 19
0.411765 452 19
0.411765 453 19
0.529412 454 19
0.529412 455 19
0.529412 456 19
0.411765 457 19
0.235294 458 19
0.529412 459 19
0.588235 460 19
0.352941 461 19
0.529412 462 19
0.352941 463 19
0.647059 464 19
0.529412 465 19
0.588235 466 19
0.588235 467 19
0.529412 468 19
0.411765 469 19
0.352941 470 19
0.470588 471 19
0.470588 472 19
0.352941 473 19
0.352941 474 19
0.529412 475 19
0.470588 476 20
0.411765 477 20
0.235294 478 20
0.411765 479 20
0.470588 480 20
0.411765 481 20
0.352941 482 20
0.529412 483 20
0.235294 484 20
0.470588 485 20
0.294118 486 20
0.352941 487 20
0.176471 488 20
0.352941 489 20
0.411765 490 20
0.411765 491 20
0.294118 492 20
0.294118 493 20
0.411765 494 20
0.588235 495 20
0.529412 496 20
0.411765 497 20
0.352941 498 20
0.470588 499 20
0.352941 500 20
0.470588 501 21
0.235294 502 21
0.470588 503 21
0.411765 504 21
0.294118 505 21
0.294118 506 21
0.176471 507 21
0.470588 508 21
0.411765 509 21
0.235294 510 21
0.294118 511 21
0.352941 512 21
0.176471 513 21
0.294118 514 21
0.352941 515 21
0.470588 516 21
0.588235 517 21
0.294118 518 21
0.411765 519 21
0.529412 520 21
0.529412 521 21
0.352941 522 21
0.588235 523 21
0.411765 524 21
0.411765 525 21
0.470588 526 22
0.411765 527 22
0.588235 528 22
0.470588 529 22
0.411765 530 22
0.411765 531 22
0.470588 532 22
0.352941 533 22
0.294118 534 22
0.411765 535 22
0.529412 536 22
0.294118 537 22
0.470588 538 22
0.294118 539 22
0.352941 540 22
0.411765 541 22
0.235294 542 22
0.352941 543 22
0.470588 544 22
0.705882 545 22
0.411765 546 22
0.235294 547 22
0.176471 548 22
0.352941 549 22
0.235294 550 22
0.411765 551 23
0.352941 552 23
0.352941 553 23
0.352941 554 23
0.470588 555 23
0.411765 556 23
0.176471 557 23
0.352941 558 23
0.588235 559 23
0.529412 560 23
0.235294 561 23
0.411765 562 23
0.470588 563 23
0.411765 564 23
0.411765 565 23
0.470588 566 23
0.352941 567 23
0.235294 568 23
0.352941 569 23
0.411765 570 23
0.294118 571 23
0.294118 572 23
0.352941 573 23
0.117647 574 23
0.411765 575 23
0.411765 576 24
0.470588 577 24
0.294118 578 24
0.294118 579 24
0.529412 580 24
0.294118 581 24
0.529412 582 24
0.529412 583 24
0.294118 584 24
0.411765 585 24
0.117647 586 24
0.470588 587 24
0.352941 588 24
0.470588 589 24
0.294118 590 24
0.411765 591 24
0.294118 592 24
0.411765 593 24
0.294118 594 24
0.529412 595 24
0.176471 596 24
0.588235 597 24
0.294118 598 24
0.529412 599 24
0.411765 600 24
0.411765 601 25
0.411765 602 25
0.588235 603 25
0.470588 604 25
0.352941 605 25
0.588235 606 25
0.294118 607 25
0.294118 608 25
0.588235 609 25
0.470588 610 25
0.352941 611 25
0.470588 612 25
0.411765 613 25
0.529412 614 25
0.823529 615 25
0.470588 616 25
0.411765 617 25
0.470588 618 25
0.529412 619 25
0.352941 620 25
0.470588 621 25
0.470588 622 25
0.411765 623 25
0.588235 624 25
0.588235 625 25
0.529412 626 26
0.529412 627 26
0.470588 628 26
0.529412 629 26
0.235294 630 26
0.411765 631 26
0.411765 632 26
0.235294 633 26
0.529412 634 26
0.705882 635 26
0.529412 636 26
0.411765 637 26
0.529412 638 26
0.529412 639 26
0.411765 640 26
0.470588 641 26
0.470588 642 26
0.294118 643 26
0.352941 644 26
0.705882 645 26
0.470588 646 26
0.470588 647 26
0.529412 648 26
0.529412 649 26
0.529412 650 26
0.294118 651 27
0.352941 652 27
0.411765 653 27
0.647059 654 27
0.588235 655 27
0.470588 656 27
0.470588 657 27
0.588235 658 27
0.588235 659 27
0.529412 660 27
0.470588 661 27
0.647059 662 27
0.588235 663 27
0.705882 664 27
0.352941 665 27
0.647059 666 27
0.705882 667 27
0.647059 668 27
0.529412 669 27
0.705882 670 27
0.588235 671 27
0.352941 672 27
0.411765 673 27
0.470588 674 27
0.647059 675 27
0.529412 676 28
0.588235 677 28
0.529412 678 28
0.705882 679 28
0.705882 680 28
0.294118 681 28
0.529412 682 28
0.470588 683 28
0.764706 684 28
0.705882 685 28
0.470588 686 28
0.352941 687 28
0.529412 688 28
0.647059 689 28
0.411765 690 28
0.411765 691 28
0.352941 692 28
0.705882 693 28
0.470588 694 28
0.764706 695 28
0.470588 696 28
0.588235 697 28
0.352941 698 28
0.647059 699 28
0.529412 700 28
0.294118 701 29
0.470588 702 29
0.588235 703 29
0.647059 704 29
0.705882 705 29
0.705882 706 29
0.470588 707 29
0.470588 708 29
0.470588 709 29
0.411765 710 29
0.647059 711 29
0.529412 712 29
0.411765 713 29
0.529412 714 29
0.470588 715 29
0.294118 716 29
0.470588 717 29
0.470588 718 29
0.764706 719 29
0.588235 720 29
0.470588 721 29
0.470588 722 29
0.529412 723 29
0.705882 724 29
0.647059 725 29
0.529412 726 30
0.470588 727 30
0.529412 728 30
0.764706 729 30
0.352941 730 30
0.588235 731 30
0.470588 732 30
0.529412 733 30
0.529412 734 30
0.529412 735 30
0.705882 736 30
0.647059 737 30
0.588235 738 30
0.352941 739 30
0.647059 740 30
0.470588 741 30
0.529412 742 30
0.470588 743 30
0.705882 744 30
0.588235 745 30
0.529412 746 30
0.647059 747 30
0.647059 748 30
0.529412 749 30
0.411765 750 30
0.529412 751 31
0.529412 752 31
0.529412 753 31
0.588235 754 31
0.647059 755 31
0.470588 756 31
0.411765 757 31
0.529412 758 31
0.764706 759 31
0.470588 760 31
0.647059 761 31
0.647059 762 31
0.470588 763 31
0.764706 764 31
0.470588 765 31
0.588235 766 31
0.529412 767 31
0.529412 768 31
0.470588 769 31
0.588235 770 31
0.470588 771 31
0.294118 772 31
0.470588 773 31
0.411765 774 31
0.588235 775 31
0.352941 776 32
0.588235 777 32
0.529412 778 32
0.588235 779 32
0.647059 780 32
0.411765 781 32
0.529412 782 32
0.705882 783 32
0.470588 784 32
0.647059 785 32
0.470588 786 32
0.647059 787 32
0.470588 788 32
0.529412 789 32
0.529412 790 32
0.529412 791 32
0.529412 792 32
0.647059 793 32
0.705882 794 32
0.705882 795 32
0.647059 796 32
0.647059 797 32
0.529412 798 32
0.705882 799 32
0.470588 800 32
0.588235 801 33
0.529412 802 33
0.470588 803 33
0.647059 804 33
0.823529 805 33
0.647059 806 33
0.588235 807 33
0.470588 808 33
0.529412 809 33
0.647059 810 33
0.529412 811 33
0.529412 812 33
0.411765 813 33
0.588235 814 33
0.588235 815 33
0.470588 816 33
0.647059 817 33
0.705882 818 33
0.647059 819 33
0.705882 820 33
0.647059 821 33
0.529412 822 33
0.294118 823 33
0.588235 824 33
0.647059 825 33
0.529412 826 34
0.588235 827 34
0.647059 828 34
0.705882 829 34
0.294118 830 34
0.705882 831 34
0.529412 832 34
0.470588 833 34
0.529412 834 34
0.647059 835 34
0.470588 836 34
0.294118 837 34
0.529412 838 34
0.529412 839 34
0.705882 840 34
0.588235 841 34
0.411765 842 34
0.352941 843 34
0.529412 844 34
0.529412 845 34
0.647059 846 34
0.470588 847 34
0.529412 848 34
0.529412 849 34
0.588235 850 34
0.529412 851 35
0.588235 852 35
0.647059 853 35
0.529412 854 35
0.470588 855 35
0.470588 856 35
0.470588 857 35
0.647059 858 35
0.882353 859 35
0.588235 860 35
0.470588 861 35
0.529412 862 35
0.588235 863 35
0.823529 864 35
0.411765 865 35
0.647059 866 35
0.588235 867 35
0.470588 868 35
0.588235 869 35
0.411765 870 35
0.411765 871 35
0.352941 872 35
0.529412 873 35
0.529412 874 35
0.529412 875 35
0.470588 876 36
0.588235 877 36
0.529412 878 36
0.588235 879 36
0.529412 880 36
0.352941 881 36
0.647059 882 36
0.588235 883 36
0.588235 884 36
0.647059 885 36
0.647059 886 36
0.529412 887 36
0.529412 888 36
0.411765 889 36
0.705882 890 36
0.411765 891 36
0.588235 892 36
0.470588 893 36
0.705882 894 36
0.470588 895 36
0.647059 896 36
0.529412 897 36
0.647059 898 36
0.470588 899 36
0.705882 900 36
