"acc" "trial" "block"
0.782609 804 33
0.695652 805 33
0.652174 806 33
0.782609 807 33
0.869565 808 33
0.73913 809 33
0.826087 810 33
0.73913 811 33
0.652174 812 33
0.782609 813 33
0.695652 814 33
0.521739 815 33
0.565217 816 33
0.869565 817 33
0.695652 818 33
0.73913 819 33
0.782609 820 33
0.695652 821 33
0.782609 822 33
0.695652 823 33
0.826087 824 33
0.782609 825 33
0.782609 826 34
0.652174 827 34
0.913043 828 34
0.73913 829 34
0.521739 830 34
0.652174 831 34
0.826087 832 34
0.695652 833 34
0.652174 834 34
0.782609 835 34
0.869565 836 34
0.73913 837 34
0.695652 838 34
0.782609 839 34
0.782609 840 34
0.869565 841 34
0.695652 842 34
0.695652 843 34
0.73913 844 34
0.826087 845 34
0.782609 846 34
0.73913 847 34
0.652174 848 34
0.652174 849 34
0.608696 850 34
0.782609 851 35
0.782609 852 35
0.608696 853 35
0.608696 854 35
0.869565 855 35
0.782609 856 35
0.565217 857 35
0.652174 858 35
0.73913 859 35
0.608696 860 35
0.826087 861 35
0.652174 862 35
0.652174 863 35
0.695652 864 35
0.73913 865 35
0.782609 866 35
0.652174 867 35
0.695652 868 35
0.652174 869 35
0.652174 870 35
0.73913 871 35
0.826087 872 35
0.826087 873 35
0.782609 874 35
0.782609 875 35
0.608696 876 36
0.608696 877 36
0.73913 878 36
0.521739 879 36
0.652174 880 36
0.565217 881 36
0.608696 882 36
0.434783 883 36
0.608696 884 36
0.565217 885 36
0.434783 886 36
0.695652 887 36
0.608696 888 36
0.73913 889 36
0.565217 890 36
0.652174 891 36
0.652174 892 36
0.652174 893 36
0.782609 894 36
0.434783 895 36
0.695652 896 36
0.608696 897 36
0.565217 898 36
0.695652 899 36
0.565217 900 36
