"condition" "subject" "block" "acc_mean" "rt_mean"
2 18 6 0.56 1.21122
2 19 6 0.6 2.42224
2 21 6 0.44 1.5345
2 23 6 0.4 1.394232
2 24 6 0.8 1.460288
2 25 6 0.68 1.111912
2 27 6 0.72 1.213624
2 28 6 0.72 0.890724
2 30 6 0.4 1.0145
2 32 6 0.84 1.26252
2 33 6 0.6 0.974308
2 2 7 0.84 1.262088
2 3 7 0.6 0.993588
2 5 7 0.88 0.827888
2 6 7 0.6 0.966168
2 7 7 0.8 1.014912
2 8 7 0.36 1.455616
2 10 7 0.64 1.08288
2 11 7 0.64 2.4029
2 12 7 0.52 1.346596
2 13 7 0.48 1.419148
2 14 7 0.64 1.15704
2 15 7 0.8 1.817348
2 16 7 0.76 0.645216
2 17 7 0.6 1.438832
2 18 7 0.6 0.928932
2 19 7 0.8 2.178088
2 21 7 0.56 1.713176
2 23 7 0.6 1.319408
2 24 7 0.64 1.975308
2 25 7 0.4 1.067444
2 27 7 0.48 1.366272
2 28 7 0.76 0.893604
2 30 7 0.48 1.036952
2 32 7 0.72 1.20892
2 33 7 0.72 0.94854
2 2 8 0.84 1.18074
2 3 8 0.76 1.083512
2 5 8 0.64 1.024404
2 6 8 0.76 0.746544
2 7 8 0.84 0.917948
2 8 8 0.52 1.927552
2 10 8 0.28 1.030148
2 11 8 0.56 2.877716
2 12 8 0.6 1.827444
2 13 8 0.64 1.147372
2 14 8 0.68 1.599936
2 15 8 0.84 1.622004
2 16 8 0.68 0.70838
2 17 8 0.52 1.289524
2 18 8 0.6 0.810068
2 19 8 0.84 1.798936
2 21 8 0.72 1.283564
2 23 8 0.32 0.951768
2 24 8 0.56 1.489628
2 25 8 0.56 1.150752
2 27 8 0.68 1.135048
2 28 8 0.72 0.908652
2 30 8 0.36 0.964348
2 32 8 0.72 1.020588
2 33 8 0.88 1.371864
2 2 9 0.56 1.09234
2 3 9 0.72 1.244032
2 5 9 0.88 0.805028
2 6 9 0.88 1.126592
2 7 9 0.84 1.025412
2 8 9 0.64 2.283492
2 10 9 0.44 1.305704
2 11 9 0.72 2.356292
2 12 9 0.72 1.504916
2 13 9 0.72 2.987712
2 14 9 0.64 1.510164
2 15 9 0.84 3.777776
2 16 9 0.52 0.778496
2 17 9 0.52 1.499272
2 18 9 0.56 0.77848
2 19 9 0.72 1.632604
2 21 9 0.8 1.598144
2 23 9 0.44 1.4015
2 24 9 0.6 1.045492
2 25 9 0.8 0.976304
2 27 9 0.8 1.10266
2 28 9 0.8 0.951284
2 30 9 0.56 1.458832
2 32 9 0.76 1.235984
2 33 9 0.76 1.480432
2 2 10 0.56 1.199536
2 3 10 0.44 1.116988
2 5 10 0.8 0.920872
2 6 10 0.76 1.102848
2 7 10 0.76 0.92432
2 8 10 0.4 2.462772
2 10 10 0.48 1.3224
2 11 10 0.76 1.744504
2 12 10 0.68 1.966748
2 13 10 0.6 1.630816
2 14 10 0.56 1.540824
2 15 10 0.76 2.873068
2 16 10 0.8 0.69662
2 17 10 0.44 1.492572
2 18 10 0.32 0.907796
2 19 10 0.8 2.053948
2 21 10 0.6 2.753012
2 23 10 0.56 1.17848
2 24 10 0.76 1.415132
2 25 10 0.88 1.02506
2 27 10 0.88 1.023888
2 28 10 0.88 1.357868
2 30 10 0.36 1.158224
2 32 10 0.68 1.46996
2 33 10 0.8 1.730956
2 2 11 0.68 3.359592
2 3 11 0.56 2.92418
2 5 11 0.64 1.80108
2 6 11 0.68 2.452328
2 7 11 0.68 1.898412
2 8 11 0.4 3.490888
2 10 11 0.48 3.50038
2 11 11 0.6 5.883804
2 12 11 0.72 5.459512
2 13 11 0.44 2.228052
2 14 11 0.56 5.986424
2 15 11 0.68 4.015576
2 16 11 0.6 2.090484
2 17 11 0.48 2.59578
2 18 11 0.72 2.517944
2 19 11 0.8 4.210756
2 21 11 0.92 4.204484
2 23 11 0.48 4.659088
2 24 11 0.8 2.629944
2 25 11 0.68 1.95824
2 27 11 0.4 3.145476
2 28 11 0.92 1.724672
2 30 11 0.8 3.429532
2 32 11 0.68 3.33396
2 33 11 0.68 3.061884
2 2 12 0.6 3.095244
2 3 12 0.52 2.486572
2 5 12 0.72 1.515356
2 6 12 0.88 1.67538
2 7 12 0.56 1.035992
2 8 12 0.32 5.784672
2 10 12 0.6 3.063744
2 11 12 0.84 3.469476
2 12 12 0.6 5.388228
2 13 12 0.52 1.711012
2 14 12 0.56 3.584184
2 15 12 0.88 3.701416
2 16 12 0.68 1.422428
2 17 12 0.64 2.633716
2 18 12 0.56 1.994616
2 19 12 0.88 3.143064
2 21 12 0.8 3.473836
2 23 12 0.4 3.670868
2 24 12 0.6 1.839116
2 25 12 0.8 1.738264
2 27 12 0.72 2.38048
2 28 12 0.88 1.77564
2 30 12 0.92 3.170856
2 32 12 0.68 2.047292
2 33 12 0.92 2.414368
2 2 13 0.68 2.791504
2 3 13 0.52 2.282072
2 5 13 0.6 2.10718
2 6 13 0.68 1.311916
2 7 13 0.72 1.207904
2 8 13 0.28 3.399188
2 10 13 0.48 2.808168
2 11 13 0.48 5.283224
2 12 13 0.6 4.9839
2 13 13 0.52 1.674192
2 14 13 0.72 3.863032
2 15 13 0.72 4.298272
2 16 13 0.72 1.249588
2 17 13 0.48 2.186504
2 18 13 0.52 1.755984
2 19 13 0.84 3.151388
2 21 13 0.48 3.230736
2 23 13 0.24 2.575252
2 24 13 0.56 1.568668
2 25 13 0.64 1.93516
2 27 13 0.6 2.752312
2 28 13 0.56 1.431396
2 30 13 0.4 2.693336
2 32 13 0.56 2.626732
2 33 13 0.56 2.16608
2 2 14 0.12 3.377716
2 3 14 0.68 2.15536
2 5 14 0.6 2.466064
2 6 14 0.4 1.156936
2 7 14 0.4 0.724028
2 8 14 0.52 4.28488
2 10 14 0.36 4.759072
2 11 14 0.36 4.877804
2 12 14 0.68 6.772996
2 13 14 0.36 1.010152
2 14 14 0.4 2.69918
2 15 14 0.8 3.32828
2 16 14 0.6 0.90238
2 17 14 0.56 2.277052
2 18 14 0.44 1.87966
2 19 14 0.72 2.677496
2 21 14 0.4 3.423268
2 23 14 0.28 1.5861
2 24 14 0.32 0.832576
2 25 14 0.2 2.350768
2 27 14 0.32 2.255704
2 28 14 0.4 2.125568
2 30 14 0.64 2.176416
2 32 14 0.36 3.52078
2 33 14 0.44 1.890296
2 2 15 0.32 2.815196
2 3 15 0.48 2.014056
2 5 15 0.32 1.816928
2 6 15 0.32 1.252332
2 7 15 0.2 0.616484
2 8 15 0.4 3.238744
2 10 15 0.36 4.403096
2 11 15 0.36 5.02208
2 12 15 0.6 9.685448
2 13 15 0.6 1.307912
2 14 15 0.56 3.137972
2 15 15 0.88 3.71282
2 16 15 0.48 0.637856
2 17 15 0.28 2.942044
2 18 15 0.48 1.81636
2 19 15 0.72 2.3575
2 21 15 0.36 2.497672
2 23 15 0.24 1.187964
2 24 15 0.32 0.909312
2 25 15 0.28 2.293904
2 27 15 0.44 2.537188
2 28 15 0.4 4.526888
2 30 15 0.44 1.965184
2 32 15 0.4 3.206552
2 33 15 0.24 2.09888
2 2 16 0.56 2.923352
2 3 16 0.36 2.212568
2 5 16 0.28 1.183468
2 6 16 0.24 0.574152
2 7 16 0.24 0.682444
2 8 16 0.32 2.387428
2 10 16 0.48 4.45546
2 11 16 0.28 7.281808
2 12 16 0.48 8.420664
2 13 16 0.4 2.167572
2 14 16 0.4 2.71454
2 15 16 0.84 3.737796
2 16 16 0.52 0.577384
2 17 16 0.28 2.758972
2 18 16 0.4 1.544496
2 19 16 0.72 2.744724
2 21 16 0.36 3.595596
2 23 16 0.44 1.028416
2 24 16 0.24 0.761828
2 25 16 0.72 1.961472
2 27 16 0.28 1.358208
2 28 16 0.36 2.710684
2 30 16 0.6 1.421444
2 32 16 0.36 3.376536
2 33 16 0.32 1.269236
2 2 17 0.36 3.112112
2 3 17 0.28 1.653728
2 5 17 0.6 2.51506
2 6 17 0.24 0.959232
2 7 17 0.24 0.781248
2 8 17 0.2 2.808376
2 10 17 0.52 2.810212
2 11 17 0.32 7.915624
2 12 17 0.52 7.238464
2 13 17 0.36 2.202736
2 14 17 0.44 2.144472
2 15 17 0.84 3.08634
2 16 17 0.32 0.68458
2 17 17 0.36 3.3021
2 18 17 0.56 1.9835
2 19 17 0.64 3.093036
2 21 17 0.44 3.872012
2 23 17 0.32 1.701892
2 24 17 0.24 0.775876
2 25 17 0.6 1.572652
2 27 17 0.24 1.468984
2 28 17 0.52 3.112588
2 30 17 0.48 2.6608
2 32 17 0.2 3.179524
2 33 17 0.24 1.273104
2 2 18 0.2 2.542744
2 3 18 0.12 1.528596
2 5 18 0.24 2.811292
2 6 18 0.28 0.425244
2 7 18 0.24 0.46688
2 8 18 0.4 2.22438
2 10 18 0.52 2.596832
2 11 18 0.48 4.021028
2 12 18 0.48 7.273048
2 13 18 0.16 1.869472
2 14 18 0.36 2.069492
2 15 18 0.88 3.18152
2 16 18 0.28 0.486428
2 17 18 0.44 2.118328
2 18 18 0.4 1.621316
2 19 18 0.52 2.17662
2 21 18 0.16 3.700764
2 23 18 0.32 0.839424
2 24 18 0.24 0.528312
2 25 18 0.52 1.46144
2 27 18 0.32 1.543968
2 28 18 0.56 2.640224
2 30 18 0.48 1.715828
2 32 18 0.28 1.967352
2 33 18 0.32 0.877376
2 2 19 0.2 1.689832
2 3 19 0.56 0.824756
2 5 19 0.32 0.863604
2 6 19 0.52 0.857688
2 7 19 0.68 0.68064
2 8 19 0.36 1.202496
2 10 19 0.28 1.843848
2 11 19 0.4 2.040052
2 12 19 0.6 4.36754
2 13 19 0.24 1.452516
2 14 19 0.68 1.649376
2 15 19 0.48 2.051568
2 16 19 0.64 0.71922
2 17 19 0.36 1.128852
2 18 19 0.44 1.4667
2 19 19 0.48 1.69922
2 21 19 0.4 1.143876
2 23 19 0.2 0.596156
2 24 19 0.12 0.5356
2 25 19 0.36 1.321328
2 27 19 0.6 1.278016
2 28 19 0.76 0.98602
2 30 19 0.52 1.392608
2 32 19 0.2 0.988652
2 33 19 0.28 1.419244
2 2 20 0.2 0.855192
2 3 20 0.28 0.655524
2 5 20 0.24 1.244696
2 6 20 0.44 0.782676
2 7 20 0.12 0.464976
2 8 20 0.48 1.498648
2 10 20 0.48 1.321056
2 11 20 0.36 2.591992
2 12 20 0.68 2.5552
2 13 20 0.12 0.987148
2 14 20 0.36 1.388116
2 15 20 0.52 1.001488
2 16 20 0.32 0.24052
2 17 20 0.28 0.904452
2 18 20 0.4 1.538112
2 19 20 0.72 1.265284
2 21 20 0.32 1.508828
2 23 20 0.16 0.4912
2 24 20 0.32 0.490636
2 25 20 0.4 1.37696
2 27 20 0.24 0.640688
2 28 20 0.6 1.42952
2 30 20 0.4 1.029416
2 32 20 0.28 0.910112
2 33 20 0.24 0.750276
2 2 21 0.24 2.520488
2 3 21 0.24 0.52812
2 5 21 0.24 0.403868
2 6 21 0.2 0.919776
2 7 21 0.28 1.010108
2 8 21 0.2 0.92972
2 10 21 0.32 1.76664
2 11 21 0.32 2.878512
2 12 21 0.72 3.327232
2 13 21 0.12 0.778836
2 14 21 0.32 2.20956
2 15 21 0.44 1.31924
2 16 21 0.24 0.645396
2 17 21 0.12 1.185092
2 18 21 0.52 1.330712
2 19 21 0.72 1.245256
2 21 21 0.24 0.698836
2 23 21 0.36 0.727256
2 24 21 0.36 0.300132
2 25 21 0.44 0.669388
2 27 21 0.36 0.507868
2 28 21 0.44 1.030896
2 30 21 0.4 1.257476
2 32 21 0.36 1.074328
2 33 21 0.16 1.542048
2 2 22 0.36 0.321404
2 3 22 0.28 0.531548
2 5 22 0.28 0.205252
2 6 22 0.24 0.849652
2 7 22 0.12 0.213408
2 8 22 0.32 0.745632
2 10 22 0.28 1.02978
2 11 22 0.4 1.157872
2 12 22 0.6 3.119608
2 13 22 0.32 0.950256
2 14 22 0.12 2.905852
2 15 22 0.44 1.11494
2 16 22 0.2 0.265076
2 17 22 0.12 1.065108
2 18 22 0.48 0.839596
2 19 22 0.48 0.911084
2 21 22 0.28 0.820136
2 23 22 0.32 1.740244
2 24 22 0.36 0.209528
2 25 22 0.2 0.50626
2 27 22 0.16 0.53604
2 28 22 0.48 0.946768
2 30 22 0.36 0.302504
2 32 22 0.52 0.904976
2 33 22 0.28 1.379192
2 2 23 0.28 0.399568
2 3 23 0.32 0.443968
2 5 23 0.28 1.004856
2 6 23 0.04 0.268252
2 7 23 0.48 0.546
2 8 23 0.44 0.433504
2 10 23 0.32 1.424532
2 11 23 0.36 1.322136
2 12 23 0.56 3.448132
2 13 23 0.36 0.493652
2 14 23 0.08 2.390936
2 15 23 0.6 1.312548
2 16 23 0.28 0.174688
2 17 23 0.24 0.883888
2 18 23 0.48 0.633056
2 19 23 0.32 0.727204
2 21 23 0.32 1.228804
2 23 23 0.32 0.715804
2 24 23 0.28 0.231268
2 25 23 0.28 0.780692
2 27 23 0.36 0.575168
2 28 23 0.28 2.177528
2 30 23 0.4 0.467032
2 32 23 0.24 0.998592
2 33 23 0.28 0.783716
2 2 24 0.16 0.131468
2 3 24 0.36 0.563456
2 5 24 0.24 0.967244
2 6 24 0.28 0.453536
2 7 24 0.32 0.391984
2 8 24 0.16 0.3093
2 10 24 0.44 0.82022
2 11 24 0.44 1.888628
2 12 24 0.6 1.691288
2 13 24 0.52 0.8759
2 14 24 0.08 1.662444
2 15 24 0.36 0.212576
2 16 24 0.44 0.315176
2 17 24 0.32 0.938928
2 18 24 0.36 0.631428
2 19 24 0.36 0.588204
2 21 24 0.44 0.938236
2 23 24 0.24 0.560316
2 24 24 0.32 0.21224
2 25 24 0.24 0.452052
2 27 24 0.24 0.567356
2 28 24 0.28 1.01824
2 30 24 0.24 0.583884
2 32 24 0.4 0.516604
2 33 24 0.28 0.910452
2 2 25 0.48 0.841552
2 3 25 0.4 0.78656
2 5 25 0.24 0.464576
2 6 25 0.28 0.843648
2 7 25 0.76 1.168276
2 8 25 0.2 0.406136
2 10 25 0.32 1.2208
2 11 25 0.28 1.676592
2 12 25 0.56 1.379908
2 13 25 0.24 0.608328
2 14 25 0.28 1.806176
2 15 25 0.4 0.596336
2 16 25 0.24 0.407724
2 17 25 0.24 0.673832
2 18 25 0.44 0.664248
2 19 25 0.48 1.01274
2 21 25 0.28 1.164412
2 23 25 0.16 0.494088
2 24 25 0.12 0.228996
2 25 25 0.16 0.508856
2 27 25 0.28 0.555772
2 28 25 0.16 1.744544
2 30 25 0.4 0.374536
2 32 25 0.12 0.479428
2 33 25 0.16 7.100788
2 2 26 0.32 0.729772
2 3 26 0.44 0.50806
2 5 26 0.24 0.608852
2 6 26 0.2 0.620428
2 7 26 0.48 0.572588
2 8 26 0.44 0.737104
2 10 26 0.52 0.938764
2 11 26 0.12 0.832168
2 12 26 0.48 1.776176
2 13 26 0.4 1.532772
2 14 26 0.24 1.648724
2 15 26 0.24 0.237708
2 16 26 0.32 0.396212
2 17 26 0.2 0.683916
2 18 26 0.44 0.642744
2 19 26 0.44 0.859476
2 21 26 0.32 2.17378
2 23 26 0.24 0.715008
2 24 26 0.28 0.46598
2 25 26 0.48 0.812948
2 27 26 0.16 0.553048
2 28 26 0.32 0.773752
2 30 26 0.32 0.411404
2 32 26 0.2 0.771008
2 33 26 0.16 1.486996
2 2 27 0.28 0.470872
2 3 27 0.28 0.407904
2 5 27 0.16 0.710768
2 6 27 0.28 0.790668
2 7 27 0.36 0.714096
2 8 27 0.16 1.131996
2 10 27 0.44 3.826748
2 11 27 0.32 1.199272
2 12 27 0.48 2.965208
2 13 27 0.28 1.230144
2 14 27 0.12 2.047904
2 15 27 0.32 0.193192
2 16 27 0.12 0.93902
2 17 27 0.24 0.412476
2 18 27 0.48 0.70268
2 19 27 0.32 0.522052
2 21 27 0.44 0.608712
2 23 27 0.32 0.531908
2 24 27 0.28 0.2121
2 25 27 0.32 0.565108
2 27 27 0.6 0.795488
2 28 27 0.28 1.640972
2 30 27 0.32 0.50252
2 32 27 0.24 0.969004
2 33 27 0.4 1.88994
2 2 28 0.28 0.318948
2 3 28 0.4 0.493084
2 5 28 0.56 0.811
2 6 28 0.2 0.634584
2 7 28 0.2 1.043604
2 8 28 0.12 0.420316
2 10 28 0.28 1.673192
2 11 28 0.24 2.132292
2 12 28 0.56 1.730904
2 13 28 0.28 2.758316
2 14 28 0.08 1.451676
2 15 28 0.32 0.44098
2 16 28 0.2 0.265936
2 17 28 0.24 0.483912
2 18 28 0.28 0.705156
2 19 28 0.28 0.55212
2 21 28 0.28 0.818888
2 23 28 0.36 0.330812
2 24 28 0.24 0.95196
2 25 28 0.08 0.510556
2 27 28 0.44 0.842012
2 28 28 0.48 1.190704
2 30 28 0.28 0.4095
2 32 28 0.08 0.980784
2 33 28 0.32 0.838532
2 2 29 0.16 1.961932
2 3 29 0.24 0.632436
2 5 29 0.6 1.29034
2 6 29 0.56 1.23396
2 7 29 0.84 0.962732
2 8 29 0.2 0.47884
2 10 29 0.48 1.809552
2 11 29 0.52 0.898904
2 12 29 0.44 1.468236
2 13 29 0.24 2.73366
2 14 29 0.36 1.421528
2 15 29 0.88 1.184092
2 16 29 0.32 0.37924
2 17 29 0.44 1.065124
2 18 29 0.48 1.05258
2 19 29 0.36 0.592736
2 21 29 0.36 2.058196
2 23 29 0.32 0.584004
2 24 29 0.2 0.285364
2 25 29 0.36 0.715128
2 27 29 0.72 1.03904
2 28 29 0.16 1.74522
2 30 29 0.36 1.030136
2 32 29 0.32 1.292264
2 33 29 0.6 1.201144
2 2 30 0.2 0.25084
2 3 30 0.08 2.060192
2 5 30 0.56 1.927472
2 6 30 0.88 1.102708
2 7 30 0.8 1.18106
2 8 30 0.28 0.16858
2 10 30 0.64 1.68788
2 11 30 0.4 1.1721
2 12 30 0.44 2.815344
2 13 30 0.16 1.2569
2 14 30 0.32 1.280124
2 15 30 0.92 1.543616
2 16 30 0.24 0.410048
2 17 30 0.48 0.812004
2 18 30 0.32 0.846988
2 19 30 0.24 0.664952
2 21 30 0.68 1.7905
2 23 30 0.44 0.871972
2 24 30 0.08 0.164808
2 25 30 0.32 0.410696
2 27 30 0.32 0.97438
2 28 30 0.64 1.796368
2 30 30 0.44 0.715748
2 32 30 0.64 1.196828
2 33 30 0.56 1.258496
2 2 31 0.36 0.371208
2 3 31 0.48 0.302652
2 5 31 0.76 1.18092
2 6 31 0.68 1.290304
2 7 31 0.68 1.088484
2 8 31 0.24 1.750824
2 10 31 0.68 1.555248
2 11 31 0.44 0.7923
2 12 31 0.44 2.14316
2 13 31 0.28 2.073292
2 14 31 0.6 1.288616
2 15 31 0.76 1.740184
2 16 31 0.28 0.374296
2 17 31 0.52 0.739452
2 18 31 0.4 0.919824
2 19 31 0.64 0.965692
2 21 31 0.68 1.125752
2 23 31 0.24 1.009632
2 24 31 0.32 0.16014
2 25 31 0.68 0.627572
2 27 31 0.28 1.003412
2 28 31 0.88 0.821988
2 30 31 0.48 0.655076
2 32 31 0.64 0.8773
2 33 31 0.48 1.514372
2 2 32 0.28 0.22294
2 3 32 0.12 2.089516
2 5 32 0.8 1.035016
2 6 32 0.72 1.032348
2 7 32 0.8 1.2408
2 8 32 0.28 0.442304
2 10 32 0.76 1.612232
2 11 32 0.64 0.823504
2 12 32 0.64 2.818552
2 13 32 0.12 0.272212
2 14 32 0.2 0.999824
2 15 32 0.84 1.25676
2 16 32 0.16 0.284052
2 17 32 0.36 1.438832
2 18 32 0.4 0.789736
2 19 32 0.72 1.174836
2 21 32 0.76 1.455708
2 23 32 0.28 0.411232
2 24 32 0.28 0.49628
2 25 32 0.88 0.973212
2 27 32 0.28 0.503332
2 28 32 0.72 1.552036
2 30 32 0.28 0.380092
2 32 32 0.56 0.877508
2 33 32 0.64 2.95378
2 2 33 0.4 0.25274
2 3 33 0.12 0.66022
2 5 33 0.76 2.150892
2 6 33 0.6 0.902012
2 7 33 0.64 1.030504
2 8 33 0.2 0.693116
2 10 33 0.8 1.168676
2 11 33 0.96 0.935816
2 12 33 0.68 2.195076
2 13 33 0.64 0.75268
2 14 33 0.48 1.367736
2 15 33 0.8 1.988428
2 16 33 0.2 0.308908
2 17 33 0.52 1.346392
2 18 33 0.32 0.740848
2 19 33 0.64 1.436932
2 21 33 0.64 1.86632
2 23 33 0.2 0.660492
2 24 33 0.2 0.23154
2 25 33 0.76 0.97008
2 27 33 0.28 0.957424
2 28 33 0.8 2.085944
2 30 33 0.28 0.560116
2 32 33 0.48 1.064144
2 33 33 0.48 1.384508
2 2 34 0.56 0.766084
2 3 34 0.24 0.524192
2 5 34 0.92 2.20368
2 6 34 0.48 0.507876
2 7 34 0.8 0.960176
2 8 34 0.2 0.754064
2 10 34 0.68 1.455168
2 11 34 0.64 1.151796
2 12 34 0.64 2.431416
2 13 34 0.52 1.154024
2 14 34 0.64 1.289812
2 15 34 0.8 1.352336
2 16 34 0.44 0.358972
2 17 34 0.68 1.011924
2 18 34 0.36 0.63096
2 19 34 0.52 1.034452
2 21 34 0.76 1.684468
2 23 34 0.16 0.726128
2 24 34 0.24 0.422052
2 25 34 0.72 1.06012
2 27 34 0.32 1.066456
2 28 34 0.76 1.465208
2 30 34 0.36 0.549504
2 32 34 0.6 0.72468
2 33 34 0.68 4.4037
3 2 1 0.32 1.78014
3 3 1 0.32 1.816528
3 4 1 0.4 0.946588
3 6 1 0.76 1.685888
3 9 1 0.36 1.147788
3 10 1 0.08 0.7832
3 12 1 0.28 1.805304
3 13 1 0.4 1.25426
3 14 1 0.32 1.333204
3 15 1 0.2 0.772748
3 16 1 0.44 2.413432
3 17 1 0.36 1.41312
3 18 1 0.52 3.226324
3 19 1 0.24 0.787764
3 20 1 0.36 1.971248
3 21 1 0.28 0.893084
3 22 1 0.52 1.742496
3 23 1 0.6 1.394248
3 25 1 0.56 11.386988
3 29 1 0.48 1.488844
3 30 1 0.28 1.188588
3 32 1 0.2 0.929504
3 2 2 0.76 1.452276
3 3 2 0.28 1.078616
3 4 2 0.48 0.897952
3 6 2 0.6 1.591464
3 9 2 0.16 1.340668
3 10 2 0.52 0.815428
3 12 2 0.68 1.378312
3 13 2 0.24 1.226496
3 14 2 0.32 1.107304
3 15 2 0.24 1.097392
3 16 2 0.36 1.30538
3 17 2 0.6 1.521104
3 18 2 0.88 1.962684
3 19 2 0.12 0.716356
3 20 2 0.32 1.841976
3 21 2 0.4 0.97382
3 22 2 0.8 1.563556
3 23 2 0.6 1.27628
3 25 2 0.48 5.694004
3 29 2 0.6 1.219904
3 30 2 0.52 0.954984
3 32 2 0.36 0.932748
3 2 3 0.8 1.260936
3 3 3 0.24 0.991016
3 4 3 0.4 0.800388
3 6 3 0.68 1.57182
3 9 3 0.24 3.602704
3 10 3 0.48 1.035168
3 12 3 0.64 1.29764
3 13 3 0.32 1.012588
3 14 3 0.28 1.124224
3 15 3 0.12 0.724672
3 16 3 0.48 1.504696
3 17 3 0.48 1.636928
3 18 3 0.72 1.310752
3 19 3 0.64 0.883248
3 20 3 0.48 1.082032
3 21 3 0.24 0.793628
3 22 3 0.88 1.781876
3 23 3 0.64 1.312672
3 25 3 0.64 5.629316
3 29 3 0.52 0.934284
3 30 3 0.56 1.160296
3 32 3 0.08 0.758056
3 2 4 0.8 1.22282
3 3 4 0.56 0.837064
3 4 4 0.28 0.955636
3 6 4 0.88 1.543412
3 9 4 0.68 1.297248
3 10 4 0.68 0.946156
3 12 4 0.6 1.171348
3 13 4 0.16 1.156548
3 14 4 0.4 1.268944
3 15 4 0.16 1.95254
3 16 4 0.6 1.54066
3 17 4 0.48 1.608308
3 18 4 0.84 1.130848
3 19 4 0.4 1.282116
3 20 4 0.44 1.235152
3 21 4 0.4 1.000788
3 22 4 0.72 1.352604
3 23 4 0.52 1.215724
3 25 4 0.52 3.680968
3 29 4 0.44 1.6863
3 30 4 0.48 1.283352
3 32 4 0.2 0.756348
3 2 5 0.76 1.3905
3 3 5 0.44 1.18314
3 4 5 0.44 1.015616
3 6 5 0.84 1.259796
3 9 5 0.8 1.359748
3 10 5 0.6 1.272104
3 12 5 0.44 1.203508
3 13 5 0.36 1.322864
3 14 5 0.28 1.232564
3 15 5 0.6 0.981968
3 16 5 0.44 1.479116
3 17 5 0.68 1.303792
3 18 5 0.84 1.615096
3 19 5 0.68 1.235576
3 20 5 0.68 1.368872
3 21 5 0.32 0.634496
3 22 5 0.68 1.664424
3 23 5 0.72 1.254592
3 25 5 0.68 2.327036
3 29 5 0.56 1.4679
3 30 5 0.44 1.299664
3 32 5 0.4 0.878508
3 2 6 0.64 1.039076
3 3 6 0.36 1.046576
3 4 6 0.8 0.914508
3 6 6 0.68 1.24148
3 9 6 0.72 1.093288
3 10 6 0.72 0.957332
3 12 6 0.6 1.513092
3 13 6 0.2 1.653616
3 14 6 0.64 0.92034
3 15 6 0.76 1.005672
3 16 6 0.48 1.528516
3 17 6 0.64 1.523436
3 18 6 0.52 1.565204
3 19 6 0.6 1.411396
3 20 6 0.52 1.296988
3 21 6 0.44 0.835788
3 22 6 0.88 1.408204
3 23 6 0.6 1.002716
3 25 6 0.44 2.852592
3 29 6 0.52 3.928932
3 30 6 0.28 4.67444
3 32 6 0.4 1.311568
3 2 7 0.72 1.10016
3 3 7 0.44 1.149592
3 4 7 0.52 0.856844
3 6 7 0.8 1.651096
3 9 7 0.76 1.51698
3 10 7 0.52 1.160264
3 12 7 0.52 1.055592
3 13 7 0.32 1.205748
3 14 7 0.44 0.820304
3 15 7 0.68 0.944624
3 16 7 0.6 1.37064
3 17 7 0.68 1.682288
3 18 7 0.84 1.410744
3 19 7 0.48 1.241956
3 20 7 0.6 1.123872
3 21 7 0.4 0.662024
3 22 7 0.92 1.24446
3 23 7 0.8 0.857052
3 25 7 0.6 2.330204
3 29 7 0.52 1.9177
3 30 7 0.64 1.570504
3 32 7 0.4 1.013236
3 2 8 0.72 1.293236
3 3 8 0.56 1.023128
3 4 8 0.56 1.299928
3 6 8 0.72 1.922496
3 9 8 0.84 1.273516
3 10 8 0.52 1.015524
3 12 8 0.36 0.88282
3 13 8 0.32 1.357088
3 14 8 0.48 1.11128
3 15 8 0.52 0.86032
3 16 8 0.44 1.309384
3 17 8 1 1.834096
3 18 8 0.84 1.260192
3 19 8 0.44 1.696944
3 20 8 0.6 2.653272
3 21 8 0.4 0.757608
3 22 8 0.8 1.348188
3 23 8 0.84 1.148568
3 25 8 0.4 2.338816
3 29 8 0.56 3.789108
3 30 8 0.68 1.309924
3 32 8 0.4 1.224072
3 2 9 0.6 1.500332
3 3 9 0.68 1.050812
3 4 9 0.68 0.974364
3 6 9 0.56 1.999868
3 9 9 0.84 1.107492
3 10 9 0.56 0.97168
3 12 9 0.48 0.808912
3 13 9 0.44 1.99908
3 14 9 0.44 1.780624
3 15 9 0.52 1.365088
3 16 9 0.4 1.531396
3 17 9 0.72 1.649108
3 18 9 0.88 1.212028
3 19 9 0.64 1.743872
3 20 9 0.64 1.93256
3 21 9 0.44 0.848872
3 22 9 0.8 1.373792
3 23 9 0.88 1.251588
3 25 9 0.48 2.592328
3 29 9 0.84 3.035932
3 30 9 0.44 2.718228
3 32 9 0.6 1.282188
3 2 10 0.72 1.303932
3 3 10 0.76 1.220264
3 4 10 0.36 2.119848
3 6 10 0.68 1.463392
3 9 10 0.64 0.94968
3 10 10 0.72 1.047992
3 12 10 0.52 0.894976
3 13 10 0.44 1.301556
3 14 10 0.52 1.985404
3 15 10 0.88 1.3422
3 16 10 0.48 1.308256
3 17 10 0.88 1.576248
3 18 10 0.84 1.125848
3 19 10 0.64 1.61204
3 20 10 0.68 1.503904
3 21 10 0.44 0.838916
3 22 10 0.8 1.239512
3 23 10 0.64 1.30428
3 25 10 0.68 1.791512
3 29 10 0.8 3.005552
3 30 10 0.6 1.747068
3 32 10 0.56 1.5764
