"condition" "subject" "block" "acc_mean" "rt_mean"
4 9 19 0.32 0.864832
4 10 19 0.36 1.568296
4 11 19 0.28 1.530568
4 13 19 0.28 5.760724
4 14 19 0.16 1.203104
4 15 19 0.36 3.526792
4 16 19 0.72 1.775248
4 17 19 0.36 2.164508
4 18 19 0.2 2.674548
4 20 19 0.28 2.584284
4 21 19 0.16 0.746444
4 23 19 0.12 0.900992
4 24 19 0.24 1.8015
4 25 19 0.2 0.901804
4 30 19 0.2 3.71248
4 2 20 0.16 0.199788
4 3 20 0.28 1.575408
4 4 20 0.4 0.395864
4 5 20 0.12 0.701824
4 6 20 0.36 1.582824
4 7 20 0.56 3.420652
4 8 20 0.24 4.39204
4 9 20 0.16 0.345464
4 10 20 0.2 1.206924
4 11 20 0.52 1.603392
4 13 20 0.24 5.67178
4 14 20 0.2 0.951084
4 15 20 0.48 4.025472
4 16 20 0.72 1.805644
4 17 20 0.2 1.780408
4 18 20 0.32 2.891764
4 20 20 0.12 5.337552
4 21 20 0.24 0.51202
4 23 20 0.4 0.562584
4 24 20 0.24 1.929884
4 25 20 0.28 0.861032
4 30 20 0.2 2.811564
4 2 21 0.32 0.339368
4 3 21 0.32 1.354656
4 4 21 0.44 0.664276
4 5 21 0.28 0.992476
4 6 21 0.24 2.16158
4 7 21 0.6 4.397884
4 8 21 0.36 3.650156
4 9 21 0.24 0.722104
4 10 21 0.24 1.277532
4 11 21 0.44 2.489252
4 13 21 0.24 6.850008
4 14 21 0.2 1.145164
4 15 21 0.28 4.063712
4 16 21 0.84 1.233452
4 17 21 0.2 2.249728
4 18 21 0.08 2.980752
4 20 21 0.52 2.229276
4 21 21 0.64 0.88142
4 23 21 0.28 0.56736
4 24 21 0.32 1.720984
4 25 21 0.2 0.86676
4 30 21 0.24 1.065864
4 2 22 0.24 0.37204
4 3 22 0.28 0.80942
4 4 22 0.56 0.566112
4 5 22 0.24 0.694192
4 6 22 0.32 1.484
4 7 22 0.72 3.117496
4 8 22 0.16 3.76766
4 9 22 0.16 0.391292
4 10 22 0.2 1.384372
4 11 22 0.28 5.329972
4 13 22 0.4 9.389124
4 14 22 0.52 1.056872
4 15 22 0.28 4.377652
4 16 22 0.72 1.511644
4 17 22 0.32 2.213688
4 18 22 0.24 2.92358
4 20 22 0.32 1.341612
4 21 22 0.28 0.752556
4 23 22 0.12 0.708312
4 24 22 0.4 1.793456
4 25 22 0.2 0.69262
4 30 22 0.12 0.370212
4 2 23 0.24 0.397916
4 3 23 0.24 0.735836
4 4 23 0.32 0.558816
4 5 23 0.16 0.525416
4 6 23 0.24 0.662192
4 7 23 0.72 2.917024
4 8 23 0.36 3.537652
4 9 23 0.32 0.330496
4 10 23 0.28 1.2829
4 11 23 0.2 3.126436
4 13 23 0.36 6.499416
4 14 23 0.12 0.651308
4 15 23 0.4 4.154012
4 16 23 0.6 1.409068
4 17 23 0.24 1.964012
4 18 23 0.2 3.41532
4 20 23 0.16 2.226944
4 21 23 0.36 0.786976
4 23 23 0.32 0.65248
4 24 23 0.32 1.757056
4 25 23 0.24 0.640972
4 30 23 0.24 0.866756
4 2 24 0.2 0.542068
4 3 24 0.24 0.858668
4 4 24 0.2 0.305708
4 5 24 0.32 0.568748
4 6 24 0.32 0.486016
4 7 24 0.84 3.71212
4 8 24 0.24 2.820196
4 9 24 0.24 0.341808
4 10 24 0.28 1.280192
4 11 24 0.16 2.431596
4 13 24 0.28 5.69804
4 14 24 0.16 0.498276
4 15 24 0.44 2.746944
4 16 24 0.56 1.778928
4 17 24 0.28 2.234776
4 18 24 0.16 3.370712
4 20 24 0.24 1.475316
4 21 24 0.44 0.891428
4 23 24 0.32 0.8691
4 24 24 0.2 1.70288
4 25 24 0.24 0.391968
4 30 24 0.32 0.623492
4 2 25 0.28 0.291668
4 3 25 0.32 0.597124
4 4 25 0.4 0.479456
4 5 25 0.24 0.817888
4 6 25 0.2 0.612276
4 7 25 0.72 3.500444
4 8 25 0.24 2.627824
4 9 25 0.24 0.632296
4 10 25 0.28 1.37404
4 11 25 0.28 1.935672
4 13 25 0.24 4.621864
4 14 25 0.2 1.314372
4 15 25 0.2 2.651712
4 16 25 0.68 2.37936
4 17 25 0.24 1.844296
4 18 25 0.24 1.756448
4 20 25 0.12 0.561412
4 21 25 0.32 2.118248
4 23 25 0.28 0.658496
4 24 25 0.6 1.097152
4 25 25 0.32 0.639908
4 30 25 0.24 0.487556
4 2 26 0.44 0.735912
4 3 26 0.48 0.496292
4 4 26 0.44 0.382772
4 5 26 0.28 0.636692
4 6 26 0.16 0.412508
4 7 26 0.48 2.99358
4 8 26 0.32 3.328912
4 9 26 0.28 0.226528
4 10 26 0.32 0.569408
4 11 26 0.16 1.781336
4 13 26 0.36 7.097272
4 14 26 0.24 0.31738
4 15 26 0.28 3.299964
4 16 26 0.6 1.573128
4 17 26 0.24 1.639384
4 18 26 0.2 1.927028
4 20 26 0.28 0.458732
4 21 26 0.28 0.562712
4 23 26 0.08 0.25232
4 24 26 0.2 1.286948
4 25 26 0.24 0.29704
4 30 26 0.2 1.983324
4 2 27 0.08 0.723572
4 3 27 0.16 0.548944
4 4 27 0.48 0.381908
4 5 27 0.68 1.070592
4 6 27 0.2 0.964676
4 7 27 0.52 1.997584
4 8 27 0.28 1.226916
4 9 27 0.48 0.694056
4 10 27 0.56 1.3533
4 11 27 0.44 1.481064
4 13 27 0.36 2.89794
4 14 27 0.44 0.991784
4 15 27 0.52 1.969024
4 16 27 0.8 1.124196
4 17 27 0.36 1.631008
4 18 27 0.36 0.683844
4 20 27 0.28 0.768312
4 21 27 0.64 1.833072
4 23 27 0.2 0.816068
4 24 27 0.24 0.827536
4 25 27 0.52 0.672932
4 30 27 0.2 0.517624
4 2 28 0.2 0.429388
4 3 28 0.2 0.524704
4 4 28 0.24 0.523916
4 5 28 0.36 1.082384
4 6 28 0.44 0.812296
4 7 28 0.76 1.209616
4 8 28 0.36 1.925712
4 9 28 0.4 0.711148
4 10 28 0.28 0.651324
4 11 28 0.28 0.717976
4 13 28 0.36 1.101992
4 14 28 0.12 0.639756
4 15 28 0.48 1.148456
4 16 28 0.72 0.922308
4 17 28 0.36 1.48352
4 18 28 0.36 0.610688
4 20 28 0.16 0.492108
4 21 28 0.32 1.335532
4 23 28 0.36 0.402668
4 24 28 0.36 0.581688
4 25 28 0.44 0.514264
4 30 28 0.28 0.86958
4 2 29 0.2 1.147308
4 3 29 0.32 0.400288
4 4 29 0.24 0.222452
4 5 29 0.72 0.85622
4 6 29 0.2 0.497892
4 7 29 0.4 0.926336
4 8 29 0.44 1.513588
4 9 29 0.32 0.54652
4 10 29 0.76 1.805888
4 11 29 0.32 0.974148
4 13 29 0.28 2.478856
4 14 29 0.36 0.881464
4 15 29 0.32 1.389896
4 16 29 0.52 0.932284
4 17 29 0.6 1.733112
4 18 29 0.36 0.581936
4 20 29 0.24 0.677892
4 21 29 0.44 1.519424
4 23 29 0.12 0.99314
4 24 29 0.48 0.713656
4 25 29 0.36 0.526092
4 30 29 0.08 0.2651
4 2 30 0.28 2.167136
4 3 30 0.6 0.966524
4 4 30 0.72 0.621732
4 5 30 0.72 0.746312
4 6 30 0.32 0.49938
4 7 30 0.56 1.17688
4 8 30 0.56 1.088212
4 9 30 0.48 0.67082
4 10 30 0.88 2.25988
4 11 30 0.44 0.733084
4 13 30 0.44 1.994672
4 14 30 0.52 0.605908
4 15 30 0.44 1.696284
4 16 30 0.28 0.590784
4 17 30 0.76 1.534668
4 18 30 0.68 1.253856
4 20 30 0.2 0.585992
4 21 30 0.6 1.475932
4 23 30 0.32 0.622224
4 24 30 0.56 1.038172
4 25 30 0.56 0.446772
4 30 30 0.28 0.42946
4 2 31 0.2 0.8945
4 3 31 0.68 1.45362
4 4 31 0.6 0.570244
4 5 31 0.76 0.747872
4 6 31 0.36 0.396736
4 7 31 0.76 1.159676
4 8 31 0.56 1.363832
4 9 31 0.16 0.68226
4 10 31 0.68 2.133792
4 11 31 0.28 0.40616
4 13 31 0.68 1.361492
4 14 31 0.68 1.075468
4 15 31 0.48 1.497712
4 16 31 0.32 0.418472
4 17 31 0.56 1.591212
4 18 31 0.8 1.36504
4 20 31 0.6 1.0714
4 21 31 0.92 1.242652
4 23 31 0.24 0.790052
4 24 31 0.64 0.929476
4 25 31 0.08 0.31844
4 30 31 0.36 0.579016
4 2 32 0.32 1.206688
4 3 32 0.6 0.888436
4 4 32 0.6 0.646604
4 5 32 0.88 0.834884
4 6 32 0.48 0.685912
4 7 32 0.76 1.175788
4 8 32 0.64 1.401324
4 9 32 0.32 0.582064
4 10 32 0.64 3.599892
4 11 32 0.28 0.265308
4 13 32 0.56 2.721648
4 14 32 0.64 0.865724
4 15 32 0.48 1.43624
4 16 32 0.36 0.357376
4 17 32 0.88 2.223872
4 18 32 0.52 1.128256
4 20 32 0.8 0.993292
4 21 32 0.8 2.0687
4 23 32 0.08 0.337224
4 24 32 0.44 1.486248
4 25 32 0.44 0.751512
4 30 32 0.28 0.318004
4 2 33 0.36 2.091104
4 3 33 0.56 1.03638
4 4 33 0.28 0.83472
4 5 33 0.76 1.231548
4 6 33 0.48 1.062604
4 7 33 0.88 1.119964
4 8 33 0.64 2.745184
4 9 33 0.08 0.66396
4 10 33 0.56 2.129016
4 11 33 0.28 0.419876
4 13 33 0.56 3.327692
4 14 33 0.68 0.913276
4 15 33 0.56 1.365336
4 16 33 0.84 0.88604
4 17 33 0.68 1.445152
4 18 33 0.76 1.480696
4 20 33 0.72 2.70414
4 21 33 0.72 1.756252
4 23 33 0.36 1.24048
4 24 33 0.68 1.833396
4 25 33 0.68 1.163936
4 30 33 0.36 0.282964
4 2 34 0.16 1.189724
4 3 34 0.52 0.93224
4 4 34 0.72 0.639972
4 5 34 0.8 0.917772
4 6 34 0.52 0.840736
4 7 34 0.8 0.836916
4 8 34 0.72 1.652948
4 9 34 0.28 0.76266
4 10 34 0.64 2.299508
4 11 34 0.36 0.762212
4 13 34 0.8 1.687272
4 14 34 0.52 0.943156
4 15 34 0.48 1.450856
4 16 34 0.84 1.116304
4 17 34 0.48 1.5319
4 18 34 0.8 0.952564
4 20 34 0.96 1.246524
4 21 34 0.8 1.2944
4 23 34 0.4 0.605252
4 24 34 0.48 0.921568
4 25 34 0.72 1.341788
4 30 34 0.16 0.175204
5 2 1 0.24 1.573532
5 3 1 0.24 1.886268
5 4 1 0.52 1.67994
5 5 1 0.28 1.039272
5 6 1 0.12 1.236388
5 7 1 0.4 1.07504
5 8 1 0.44 1.198808
5 9 1 0.32 1.80868
5 10 1 0.48 0.987636
5 11 1 0.36 4.913068
5 13 1 0.2 0.615412
5 15 1 0.28 2.04498
5 16 1 0.16 1.475872
5 17 1 0.48 1.698076
5 18 1 0.52 1.721336
5 19 1 0.4 2.347056
5 20 1 0.28 0.753348
5 21 1 0.24 1.353848
5 22 1 0.44 1.254868
5 23 1 0.2 1.379024
5 24 1 0.32 1.1608
5 25 1 0.44 1.336136
5 27 1 0.16 1.443376
5 28 1 0.4 1.341252
5 29 1 0.48 1.956156
5 31 1 0.28 1.746968
5 32 1 0.28 1.99776
5 33 1 0.08 1.599152
5 2 2 0.4 1.056876
5 3 2 0.6 2.605184
5 4 2 0.52 2.006272
5 5 2 0.52 1.04624
5 6 2 0.6 1.127792
5 7 2 0.6 1.036836
5 8 2 0.64 1.556012
5 9 2 0.32 1.46794
5 10 2 0.4 0.550832
5 11 2 0.32 2.288176
5 13 2 0.68 0.886368
5 15 2 0.16 0.951456
5 16 2 0.2 1.171276
5 17 2 0.48 1.736292
5 18 2 0.68 1.348904
5 19 2 0.6 1.515196
5 20 2 0.32 0.607568
5 21 2 0.08 0.671968
5 22 2 0.72 1.301912
5 23 2 0.64 1.256008
5 24 2 0.48 1.040636
5 25 2 0.6 1.335856
5 27 2 0.04 0.754008
5 28 2 0.4 0.896704
5 29 2 0.64 1.744656
5 31 2 0.2 1.293744
5 32 2 0.4 2.305832
5 33 2 0.32 1.266432
5 2 3 0.44 1.400348
5 3 3 0.52 1.643696
5 4 3 0.64 1.907536
5 5 3 0.84 1.244096
5 6 3 0.8 1.16482
5 7 3 0.48 1.92694
5 8 3 0.8 1.104812
5 9 3 0.32 1.168192
5 10 3 0.36 0.50864
5 11 3 0.2 1.608812
5 13 3 0.76 0.7222
5 15 3 0.68 2.884412
5 16 3 0.44 1.109164
5 17 3 0.72 1.657592
5 18 3 0.68 1.048596
5 19 3 0.64 1.568596
5 20 3 0.28 0.548756
5 21 3 0.12 0.910452
5 22 3 0.84 1.351328
5 23 3 0.88 1.265432
5 24 3 0.52 1.084992
5 25 3 0.52 1.41522
5 27 3 0.44 0.715212
5 28 3 0.6 1.170468
5 29 3 0.92 1.376184
5 31 3 0.2 0.698612
5 32 3 0.56 2.084552
5 33 3 0.64 2.0633
5 2 4 0.6 1.188792
5 3 4 0.44 1.648824
5 4 4 0.8 1.811952
5 5 4 0.76 1.362684
5 6 4 0.68 1.459612
5 7 4 0.56 1.249896
5 8 4 0.84 0.928032
5 9 4 0.44 0.940472
5 10 4 0.24 0.472564
5 11 4 0.24 3.356888
5 13 4 0.76 0.937184
5 15 4 0.68 1.493828
5 16 4 0.68 1.247208
5 17 4 0.8 1.729524
5 18 4 0.56 1.400124
5 19 4 0.84 1.62894
5 20 4 0.24 0.58212
5 21 4 0.32 1.4133
5 22 4 0.88 1.16974
5 23 4 0.8 1.373552
5 24 4 0.6 1.119112
5 25 4 0.6 2.04652
5 27 4 0.6 1.040776
5 28 4 0.4 0.86662
5 29 4 0.6 1.310128
5 31 4 0.36 0.758112
5 32 4 0.64 2.193252
5 33 4 0.56 1.699668
5 2 5 0.64 1.19848
5 3 5 0.4 1.611416
5 4 5 0.76 2.535636
5 5 5 0.84 1.77092
5 6 5 0.76 1.525668
5 7 5 0.48 2.4364
5 8 5 0.68 1.029832
5 9 5 0.08 0.600684
5 10 5 0.44 0.773256
5 11 5 0.24 3.11876
5 13 5 0.6 0.851788
5 15 5 0.68 1.687552
5 16 5 0.4 1.285184
5 17 5 0.68 1.726948
5 18 5 0.6 1.220216
5 19 5 0.88 1.450356
5 20 5 0.44 0.769364
5 21 5 0.36 1.320224
5 22 5 0.8 1.383172
5 23 5 0.8 1.177704
5 24 5 0.44 1.257244
5 25 5 0.48 1.588264
5 27 5 0.76 1.080972
5 28 5 0.36 0.81364
5 29 5 0.52 1.655028
5 31 5 0.36 0.811588
5 32 5 0.76 1.788764
5 33 5 0.36 1.269384
5 2 6 0.56 2.219076
5 3 6 0.32 1.295168
5 4 6 0.84 2.455656
5 5 6 0.52 1.5908
5 6 6 0.76 0.997924
5 7 6 0.64 1.473992
5 8 6 0.76 1.05544
5 9 6 0.52 0.84316
5 10 6 0.64 1.047716
5 11 6 0.28 3.6663
5 13 6 0.76 0.855256
5 15 6 0.96 1.619468
5 16 6 0.68 1.402444
5 17 6 0.6 1.248608
5 18 6 0.72 1.14866
5 19 6 0.72 1.515024
5 20 6 0.36 0.750452
5 21 6 0.56 1.484508
5 22 6 0.88 0.997756
5 23 6 0.84 1.210672
5 24 6 0.68 1.859588
5 25 6 0.6 1.048304
5 27 6 0.6 1.185952
5 28 6 0.32 1.181928
5 29 6 0.64 1.372144
5 31 6 0.44 0.882464
5 32 6 0.84 1.551144
5 33 6 0.8 1.314984
5 2 7 0.64 1.624112
5 3 7 0.88 3.725072
5 4 7 0.8 1.290684
5 5 7 0.84 2.71432
5 6 7 0.68 1.184208
5 7 7 0.92 1.8669
5 8 7 0.84 1.145032
5 9 7 0.32 0.651884
5 10 7 0.4 0.73732
5 11 7 0.4 2.904416
5 13 7 0.76 0.816932
5 15 7 0.92 1.765076
5 16 7 0.52 1.63064
5 17 7 0.92 1.434424
5 18 7 0.84 0.968576
5 19 7 0.88 1.593448
5 20 7 0.32 0.681168
5 21 7 0.6 1.04744
5 22 7 0.72 1.02814
5 23 7 0.72 1.34714
5 24 7 0.48 3.524436
5 25 7 0.76 1.4526
5 27 7 0.64 1.288036
5 28 7 0.36 0.979376
5 29 7 0.64 1.152872
5 31 7 0.6 0.896184
5 32 7 0.84 1.584328
5 33 7 0.68 1.239064
5 2 8 0.4 1.400372
5 3 8 0.92 8.413752
5 4 8 0.8 1.645656
5 5 8 0.52 3.586632
5 6 8 0.84 1.136484
5 7 8 0.72 1.723216
5 8 8 0.72 1.114988
5 9 8 0.36 0.914468
5 10 8 0.36 0.663324
5 11 8 0.56 2.350656
5 13 8 0.76 0.678028
5 15 8 0.96 2.201312
5 16 8 0.64 1.8109
5 17 8 0.68 1.525772
5 18 8 0.64 1.006972
5 19 8 0.8 1.482704
5 20 8 0.36 0.579084
5 21 8 0.28 1.372124
5 22 8 0.76 1.447432
5 23 8 0.72 1.324476
5 24 8 0.56 5.470176
5 25 8 0.68 1.3361
5 27 8 0.72 1.297608
5 28 8 0.36 0.861416
5 29 8 0.72 2.304528
5 31 8 0.64 1.389312
5 32 8 0.72 1.70862
5 33 8 0.8 1.562088
5 2 9 0.56 1.549504
5 3 9 0.8 0.67882
5 4 9 0.8 1.226284
5 5 9 0.72 2.337868
5 6 9 0.8 1.124256
5 7 9 0.92 5.578744
5 8 9 0.96 0.981304
5 9 9 0.6 0.708832
5 10 9 0.16 0.58998
5 11 9 0.52 2.187944
5 13 9 0.8 0.703872
5 15 9 0.8 1.981948
5 16 9 0.64 1.670768
5 17 9 0.8 1.426324
5 18 9 0.76 0.928284
5 19 9 0.64 1.29298
5 20 9 0.32 0.74796
5 21 9 0.4 1.067888
5 22 9 0.88 2.523656
5 23 9 0.88 1.44462
5 24 9 0.6 3.845924
5 25 9 0.84 1.573872
5 27 9 0.76 1.290636
5 28 9 0.56 1.107628
5 29 9 0.72 1.351968
5 31 9 0.52 0.833928
5 32 9 0.68 1.962204
5 33 9 0.8 1.439968
5 2 10 0.48 1.374948
5 3 10 0.76 3.326364
5 4 10 0.8 1.087496
5 5 10 0.68 2.783296
5 6 10 0.84 1.18672
5 7 10 0.72 3.482256
5 8 10 0.84 0.977892
5 9 10 0.6 0.97254
5 10 10 0.48 0.637084
5 11 10 0.44 1.673184
5 13 10 0.68 0.8119
5 15 10 0.88 1.2794
5 16 10 0.64 1.918056
5 17 10 0.8 1.45824
5 18 10 0.8 0.91438
5 19 10 0.88 1.681172
5 20 10 0.6 0.619784
5 21 10 0.44 0.987856
5 22 10 0.96 1.76052
5 23 10 0.68 1.164764
5 24 10 0.52 6.897176
5 25 10 0.72 1.495228
5 27 10 0.68 0.9169
5 28 10 0.64 0.991216
5 29 10 0.68 1.402104
5 31 10 0.52 0.761536
5 32 10 0.8 1.319148
5 33 10 0.68 1.447696
5 2 11 0.68 1.250316
5 3 11 0.72 1.67886
5 4 11 0.8 1.421656
5 5 11 0.64 3.037792
5 6 11 0.8 1.056248
5 7 11 0.64 4.95908
5 8 11 0.8 1.038528
5 9 11 0.84 1.120544
5 10 11 0.56 1.407644
5 11 11 0.48 1.480012
5 13 11 0.68 1.021196
5 15 11 0.84 1.275864
5 16 11 0.72 1.5426
5 17 11 0.8 1.498264
5 18 11 0.68 1.001496
5 19 11 0.84 2.110476
5 20 11 0.48 0.893976
5 21 11 0.32 1.132108
5 22 11 1 1.370392
5 23 11 0.76 1.28192
5 24 11 0.44 2.151512
5 25 11 0.72 1.188976
5 27 11 0.6 1.340232
5 28 11 0.32 0.731636
5 29 11 0.76 1.60452
5 31 11 0.28 0.6266
5 32 11 0.8 1.465432
5 33 11 0.56 0.948064
5 2 12 0.56 1.396064
5 3 12 0.84 1.214492
5 4 12 0.84 1.386024
5 5 12 0.6 3.577472
5 6 12 0.76 1.306716
5 7 12 0.72 2.13836
5 8 12 0.72 1.125108
5 9 12 0.64 1.13662
5 10 12 0.68 0.772264
5 11 12 0.36 1.330732
5 13 12 0.68 0.918484
5 15 12 0.68 1.363164
5 16 12 0.56 1.650268
5 17 12 0.88 1.283212
5 18 12 0.56 1.139852
5 19 12 0.84 1.920232
5 20 12 0.6 0.975764
5 21 12 0.64 1.773656
5 22 12 0.88 1.378876
5 23 12 0.76 1.488212
5 24 12 0.64 2.479588
5 25 12 0.8 1.1962
5 27 12 0.88 1.164572
5 28 12 0.76 2.817112
5 29 12 0.6 1.815932
5 31 12 0.44 1.31812
5 32 12 0.8 1.600176
5 33 12 0.48 1.225428
5 2 13 0.28 1.191868
5 3 13 0.64 2.04504
5 4 13 0.24 1.966256
5 5 13 0.32 1.72702
5 6 13 0.36 1.292016
5 7 13 0.64 2.17678
5 8 13 0.4 1.12666
5 9 13 0.4 0.897568
5 10 13 0.52 1.038104
5 11 13 0.44 1.480076
5 13 13 0.36 0.77668
5 15 13 0.44 1.365072
5 16 13 0.28 1.743764
5 17 13 0.68 1.720076
5 18 13 0.44 1.623664
5 19 13 0.68 2.445992
5 20 13 0.2 0.827548
5 21 13 0.24 1.09796
5 22 13 0.24 1.60322
5 23 13 0.32 1.27608
5 24 13 0.32 1.3551
5 25 13 0.48 1.641848
5 27 13 0.4 0.968016
5 28 13 0.32 1.268804
5 29 13 0.52 1.3473
5 31 13 0.36 1.18518
5 32 13 0.32 1.649488
5 33 13 0.48 1.335076
5 2 14 0.4 1.759724
5 3 14 0.24 1.17072
5 4 14 0.12 2.5928
5 5 14 0.24 1.823896
5 6 14 0.2 0.967392
5 7 14 0.28 2.025164
5 8 14 0.32 0.865172
5 9 14 0.36 0.538892
5 10 14 0.44 1.914116
5 11 14 0.16 1.336328
5 13 14 0.44 0.981516
5 15 14 0.2 0.721364
5 16 14 0.28 1.76686
5 17 14 0.36 1.646944
5 18 14 0.64 1.702952
5 19 14 0.48 1.422372
5 20 14 0.4 0.972144
5 21 14 0.24 1.615208
5 22 14 0.2 2.187564
5 23 14 0.16 1.730916
5 24 14 0.24 1.757688
5 25 14 0.2 1.623724
5 27 14 0.28 0.957544
5 28 14 0.4 0.758012
5 29 14 0.36 0.439848
5 31 14 0.52 1.0162
5 32 14 0.36 0.716308
5 33 14 0.64 0.726068
5 2 15 0.52 1.283508
5 3 15 0.2 2.691972
5 4 15 0.12 2.229832
5 5 15 0.2 1.1408
5 6 15 0.16 1.099964
5 7 15 0.2 1.212264
5 8 15 0.24 0.963424
5 9 15 0.28 0.858172
5 10 15 0.52 0.484808
5 11 15 0.16 1.260668
5 13 15 0.52 0.881788
5 15 15 0.2 0.719496
5 16 15 0.28 1.816812
5 17 15 0.32 0.6182
5 18 15 0.64 1.778228
5 19 15 0.08 1.912008
5 20 15 0.32 1.383836
5 21 15 0.4 1.815408
5 22 15 0.36 2.525488
5 23 15 0.16 1.276736
5 24 15 0.08 2.517744
5 25 15 0.12 1.134676
5 27 15 0.24 0.943852
5 28 15 0.12 0.43888
5 29 15 0.32 0.456772
5 31 15 0.32 0.818092
5 32 15 0.36 0.955876
5 33 15 0.52 1.153516
5 2 16 0.52 0.99752
5 3 16 0.16 0.4296
5 4 16 0.36 2.498824
5 5 16 0.16 1.175268
5 6 16 0.24 0.901724
5 7 16 0.2 1.234344
5 8 16 0.24 0.629488
5 9 16 0.24 0.505068
5 10 16 0.44 1.76326
5 11 16 0.32 1.083812
5 13 16 0.48 0.668992
5 15 16 0.16 1.1189
5 16 16 0.24 1.6023
5 17 16 0.28 0.523752
5 18 16 0.44 1.672876
5 19 16 0.2 2.203484
5 20 16 0.56 0.76674
5 21 16 0.08 1.412092
5 22 16 0.2 2.490248
5 23 16 0.16 1.046456
5 24 16 0.4 2.54806
5 25 16 0.44 1.215768
5 27 16 0.24 1.009108
5 28 16 0.4 0.883396
5 29 16 0.32 0.960632
5 31 16 0.28 0.86152
5 32 16 0.2 0.46946
5 33 16 0.24 1.44694
5 2 17 0.4 1.53146
5 3 17 0.36 2.443836
5 4 17 0.36 1.863124
5 5 17 0.16 1.287524
5 6 17 0.2 0.920752
5 7 17 0.24 1.756952
5 8 17 0.16 0.646652
5 9 17 0.4 0.525116
5 10 17 0.24 0.815584
5 11 17 0.28 1.5425
5 13 17 0.52 0.6474
5 15 17 0.48 0.533576
5 16 17 0.24 1.630092
5 17 17 0.56 1.311364
5 18 17 0.72 1.716968
5 19 17 0.48 2.030436
5 20 17 0.32 1.250708
5 21 17 0.28 2.650108
5 22 17 0.28 2.332364
5 23 17 0.28 1.084576
5 24 17 0.52 2.360124
5 25 17 0.6 1.70272
5 27 17 0.24 0.962168
5 28 17 0.2 0.30056
5 29 17 0.28 1.46206
5 31 17 0.32 0.970888
5 32 17 0.28 0.576484
5 33 17 0.32 0.498716
5 2 18 0.36 0.7275
5 3 18 0.12 4.417608
5 4 18 0.16 1.466304
5 5 18 0.28 3.070772
5 6 18 0.2 0.9494
5 7 18 0.24 1.495232
5 8 18 0.56 0.734288
5 9 18 0.28 0.397056
5 10 18 0.56 0.623908
5 11 18 0.32 1.071328
5 13 18 0.48 0.7005
5 15 18 0.2 1.536308
5 16 18 0.2 2.281112
5 17 18 0.8 1.093908
5 18 18 0.52 2.423996
5 19 18 0.28 1.946048
5 20 18 0.36 0.9112
5 21 18 0.2 1.55998
5 22 18 0.44 2.097844
5 23 18 0.2 1.33356
5 24 18 0.2 4.276976
5 25 18 0.36 1.888508
5 27 18 0.24 0.716128
5 28 18 0.36 0.822968
5 29 18 0.16 0.82246
5 31 18 0.4 0.75982
5 32 18 0.44 0.670848
5 33 18 0.32 0.584148
5 2 19 0.36 0.5599
5 3 19 0.36 0.867628
5 4 19 0.08 1.852428
5 5 19 0.32 2.034616
5 6 19 0.52 0.869124
5 7 19 0.2 0.896024
5 8 19 0.68 0.79544
5 9 19 0.28 0.361412
5 10 19 0.44 1.204108
5 11 19 0.32 0.636336
5 13 19 0.36 0.77582
5 15 19 0.08 0.847556
5 16 19 0.24 0.681532
5 17 19 0.36 1.52626
5 18 19 0.48 1.872644
5 19 19 0.2 1.659316
5 20 19 0.32 0.748612
5 21 19 0.12 0.873372
5 22 19 0.32 3.839436
5 23 19 0.2 1.00836
5 24 19 0.32 5.519008
5 25 19 0.48 1.450596
5 27 19 0.32 0.91914
5 28 19 0.16 0.326428
5 29 19 0.24 0.530164
5 31 19 0.36 0.8024
5 32 19 0.24 0.265392
5 33 19 0.24 0.382896
5 2 20 0.2 0.736432
5 3 20 0.4 0.703956
5 4 20 0.24 1.471312
5 5 20 0.24 2.038792
5 6 20 0.16 0.795124
5 7 20 0.16 1.61728
5 8 20 0.6 0.795528
5 9 20 0.4 0.390128
5 10 20 0.36 1.143404
5 11 20 0.24 1.181984
5 13 20 0.24 0.528644
5 15 20 0.32 0.83638
5 16 20 0.36 1.406804
5 17 20 0.36 0.736384
5 18 20 0.52 2.064844
5 19 20 0.2 2.603588
5 20 20 0.64 0.881688
5 21 20 0.24 1.219976
5 22 20 0.24 2.669864
5 23 20 0.2 1.081184
5 24 20 0.2 4.584928
5 25 20 0.12 1.483224
5 27 20 0.32 0.917324
5 28 20 0.24 0.580176
5 29 20 0.28 0.549612
5 31 20 0.32 0.707048
5 32 20 0.32 0.611836
5 33 20 0.36 0.354264
5 2 21 0.4 6.631652
5 3 21 0.6 1.91456
5 4 21 0.32 1.709428
5 5 21 0.28 0.916484
5 6 21 0.24 1.011744
5 7 21 0.28 2.290728
5 8 21 0.24 0.91606
5 9 21 0.32 0.377632
5 10 21 0.2 0.422112
5 11 21 0.4 1.526292
5 13 21 0.28 0.679588
5 15 21 0.12 0.803624
5 16 21 0.16 0.843408
5 17 21 0.28 1.246952
5 18 21 0.48 2.055908
5 19 21 0.44 1.858644
5 20 21 0.36 1.291476
5 21 21 0.08 1.074116
5 22 21 0.32 1.688212
5 23 21 0.28 1.289628
5 24 21 0.16 0.776584
5 25 21 0.4 1.57142
5 27 21 0.28 0.714508
5 28 21 0.32 1.706452
5 29 21 0.16 0.41316
5 31 21 0.2 0.739116
