1 67.055 109.5 3 1 4 1 0 4.4959 6
1 137.08 110.12 2 4 3 1 0 1.8004 6
1 96.095 76.707 3 3 3 1 1 2.0731 6
1 114.2 77.146 2 3 4 1 0 2.2005 6
1 79.388 101.95 4 1 2 1 0 1.2886 6
1 79.896 81.103 1 3 2 1 0 2.8726 6
1 111.85 115.57 1 2 3 1 0 2.6165 6
1 135.48 103.1 3 4 1 1 0 2.2325 6
1 105.35 62.113 4 3 2 1 0 1.2085 6
1 96.222 119.36 2 2 3 1 0 1.1765 6
1 135.92 94.174 4 4 3 1 0 1.3844 6
1 130.46 86.239 2 4 2 1 0 1.5608 6
1 100.19 132.46 1 2 1 1 0 1.0805 6
1 75.224 88.377 1 1 1 1 1 1.0806 6
1 100.66 138.95 2 2 2 1 1 1.0006 6
1 108.36 74.954 2 3 2 1 0 1.5285 6
1 103.8 134.02 3 2 2 1 1 2.5045 6
1 99.874 116.05 4 2 2 1 1 8.6165 6
1 100.45 75.41 4 3 2 1 0 2.5365 6
1 82.728 60.788 4 3 1 1 0 0.92055 6
1 73.271 112.19 1 1 1 1 1 2.3926 6
1 103.49 123.83 1 2 3 1 0 1.0166 6
1 67.377 101.21 2 1 1 1 1 1.0805 6
1 138.1 78.635 4 4 4 1 1 1.0643 6
1 78.076 96.265 3 1 1 1 1 3.9285 6
1 138.91 109.03 1 4 4 1 1 0.88863 6
1 96.006 70.31 2 3 3 1 1 1.1445 6
1 111.32 66.94 4 3 3 1 1 0.74445 6
1 95.087 138.82 2 2 2 1 1 1.6885 6
1 88.46 132.35 2 2 1 1 0 1.2406 6
1 49.067 104.17 4 1 1 1 1 0.76053 6
1 68.92 110.38 2 1 1 1 1 1.2885 6
1 95.081 129.76 2 2 3 1 0 2.5845 6
1 88.727 138.52 1 2 2 1 1 0.8406 6
1 65.483 111.99 2 1 1 1 1 0.80835 6
1 97.37 74.791 4 3 2 1 0 1.8326 6
1 71.147 98.665 3 1 1 1 1 0.56851 6
1 91.842 58.59 1 3 3 1 1 0.76047 6
1 95.503 80.539 4 3 3 1 1 1.1605 6
1 67.719 92.352 3 1 1 1 1 1.4161 6
1 96.639 63.931 2 3 2 1 0 1.6566 6
1 100.23 73.765 4 3 2 1 0 2.2486 6
1 124.8 92.44 2 4 4 1 1 1.1125 6
1 100.28 82.642 3 3 4 1 0 0.71246 6
1 94.17 78.633 4 3 3 1 1 0.77658 6
1 78.156 106.16 3 1 2 1 0 1.1126 6
1 108.59 150 4 2 3 1 0 2.4725 6
1 64.441 99.62 2 1 1 1 1 0.6647 6
1 56.719 111.46 3 1 1 1 1 0.61628 6
1 105.84 59.327 2 3 3 1 1 2.6965 6
1 100.26 126.58 4 2 2 1 1 0.82451 6
1 135.9 87.263 2 4 4 1 1 1.0805 6
1 102.03 55.27 4 3 3 1 1 1.5604 6
1 123.59 90.996 2 3 4 1 0 3.8165 6
1 83.097 99.69 1 1 3 1 0 1.1445 6
