1 69.854 99.217 1 1 1 1.7308 2
1 127.92 108.38 4 2 0 1.0751 2
1 104.24 138.9 2 1 0 0.69601 2
1 124.09 118.91 4 1 0 2.6415 2
1 59.37 85.034 1 1 1 0.86332 2
1 85.609 129.03 2 4 0 1.2936 2
1 70.798 95.527 1 1 1 0.67471 2
1 98.53 129.25 2 3 0 0.94636 2
1 125.02 87.037 4 2 0 1.7329 2
1 80.145 103.81 1 1 1 0.86585 2
1 101.69 71.413 3 4 0 1.5853 2
1 64.7 97.217 1 1 1 1.206 2
1 122.82 101.77 4 2 0 0.51179 2
1 74.074 99.646 1 1 1 0.64159 2
1 131.21 122.03 4 3 0 0.88078 2
1 110.45 128.43 2 2 1 0.86549 2
1 110.02 129.03 2 2 1 0.64546 2
1 95.845 83.32 3 2 0 2.7232 2
1 90.921 64.416 3 1 0 0.70409 2
1 73.671 95.878 1 1 1 0.91309 2
1 90.49 90.771 1 4 0 0.76421 2
1 137.02 95.216 4 3 0 0.86183 2
1 106.31 69.963 3 2 0 1.5834 2
1 90.34 116.9 1 1 1 0.83465 2
1 94.894 72.019 3 4 0 1.0079 2
1 64.013 119.66 1 1 1 0.57823 2
1 106.52 71.449 3 2 0 0.82799 2
1 95.81 77.826 3 3 1 1.141 2
1 88.153 75.402 3 3 1 1.4577 2
1 77.996 133.37 2 2 1 1.2162 2
1 105.37 62.352 3 3 1 0.75549 2
1 143.61 95.96 4 4 1 1.1545 2
1 94.876 128.97 2 3 0 1.5512 2
1 82.093 84.705 1 3 0 1.3764 2
1 74.121 97.48 1 2 0 0.8644 2
1 101.08 80.825 3 1 0 0.64125 2
1 89.463 121.33 2 3 0 0.8918 2
1 129.28 110.85 4 4 1 1.3722 2
1 55.968 101.51 1 1 1 0.65967 2
1 129.02 91.02 4 2 0 1.2595 2
1 91.562 71.13 3 1 0 0.56121 2
1 109.3 94.724 4 3 0 0.70335 2
1 73.17 85.193 1 1 1 0.92501 2
1 96.262 137.63 2 3 0 1.9057 2
1 107.25 127.76 2 4 0 1.0926 2
1 87.545 133.79 2 2 1 1.4093 2
1 131.4 98.805 4 3 0 0.91234 2
1 125.05 99.471 4 4 1 1.1215 2
1 116.82 91.335 3 4 0 0.60441 2
1 122.08 84.683 4 4 1 0.64349 2
1 104.77 137.2 2 3 0 0.90907 2
1 108.73 146.08 2 4 0 0.59184 2
1 98.49 82.627 3 3 1 1.6772 2
1 79.562 79.509 3 1 0 1.2166 2
1 69.114 108.52 1 1 1 0.75462 2
1 100.29 72.852 3 3 1 1.2676 2
1 88.909 58.429 3 3 1 0.78982 2
1 139.57 102.71 4 4 1 0.81361 2
1 127.71 94.534 4 4 1 0.53107 2
1 68.49 100.38 1 1 1 0.63607 2
1 98.473 67.976 3 3 1 1.1488 2
1 84.963 129.49 2 3 0 1.3444 2
1 113.79 95.295 3 4 0 1.2952 2
1 81.79 111.54 2 1 0 0.57644 2
1 137.8 100.42 4 3 0 0.51211 2
1 78.227 104.33 1 1 1 0.94568 2
1 70.559 113.66 1 1 1 0.56016 2
1 107.72 122.85 2 3 0 0.75453 2
1 122.11 98.63 4 4 1 0.84836 2
1 124.5 78.177 4 4 1 0.52905 2
1 63.482 91.567 1 1 1 0.61245 2
1 94.807 71.083 3 3 1 3.6654 2
1 91.665 129.79 2 2 1 2.9136 2
1 97.064 60.284 3 3 1 1.0611 2
1 113.07 114.09 2 2 1 1.5963 2
1 140.93 83.272 4 4 1 1.5091 2
1 132.73 92.579 4 4 1 0.57618 2
1 104.87 128.24 2 3 0 0.73256 2
1 116.98 121.04 4 4 1 0.70419 2
1 114.03 71.214 3 3 1 1.1059 2
1 70.98 97.498 1 1 1 0.65523 2
1 115.03 82.638 3 3 1 0.71629 2
1 130.3 108.11 4 2 0 1.0425 2
1 112.1 90.087 4 4 1 0.85087 2
1 108.93 81.938 4 4 1 0.84321 2
1 81.981 122.2 2 1 0 0.62657 2
1 119.77 117.65 2 4 0 1.3463 2
1 94.916 127.7 2 2 1 0.6406 2
1 103.9 52.984 3 3 1 0.97659 2
1 103.34 114.1 2 2 1 0.46671 2
1 101.55 85.011 3 3 1 0.7198 2
1 76.145 86.468 1 1 1 0.70643 2
1 64.865 97.452 1 1 1 0.59244 2
1 80.524 83.775 3 1 0 0.64359 2
1 72.589 103.31 1 2 0 1.5731 2
1 105.36 117.7 2 2 1 0.80155 2
1 64.004 91.564 1 1 1 0.5929 2
1 95.906 128.14 2 2 1 0.68722 2
1 71.674 104.66 1 1 1 0.4986 2
1 135.33 107.93 4 2 0 1.1549 2
2 69.854 99.217 1 1 1 0.76742 2
2 127.92 108.38 4 2 0 0.84502 2
2 104.24 138.9 2 2 1 1.0264 2
2 124.09 118.91 4 4 1 0.67257 2
2 59.37 85.034 1 1 1 0.49875 2
2 85.609 129.03 2 2 1 0.90859 2
2 70.798 95.527 1 1 1 0.69101 2
2 98.53 129.25 2 4 0 0.5957 2
2 125.02 87.037 4 2 0 0.62008 2
2 80.145 103.81 1 1 1 1.2164 2
2 101.69 71.413 3 3 1 1.9197 2
2 64.7 97.217 1 1 1 0.54337 2
2 122.82 101.77 4 2 0 0.97566 2
2 74.074 99.646 1 1 1 0.64082 2
2 131.21 122.03 4 4 1 2.0675 2
2 110.45 128.43 2 2 1 0.98618 2
2 110.02 129.03 2 2 1 0.95067 2
2 95.845 83.32 3 3 1 1.6968 2
2 90.921 64.416 3 3 1 0.8991 2
2 73.671 95.878 1 1 1 0.68989 2
2 90.49 90.771 1 1 1 1.2128 2
2 137.02 95.216 4 4 1 5.746 2
2 106.31 69.963 3 3 1 0.87532 2
2 90.34 116.9 1 2 0 0.9934 2
2 94.894 72.019 3 3 1 0.8631 2
2 64.013 119.66 1 1 1 0.64291 2
2 106.52 71.449 3 3 1 1.0601 2
2 95.81 77.826 3 3 1 1.0425 2
2 88.153 75.402 3 3 1 0.90764 2
2 77.996 133.37 2 1 0 1.4722 2
2 105.37 62.352 3 3 1 0.81217 2
2 143.61 95.96 4 4 1 2.3808 2
2 94.876 128.97 2 2 1 0.96322 2
2 82.093 84.705 1 3 0 1.3337 2
2 74.121 97.48 1 1 1 0.69308 2
2 101.08 80.825 3 3 1 0.62614 2
2 89.463 121.33 2 2 1 1.1046 2
2 129.28 110.85 4 4 1 0.7966 2
2 55.968 101.51 1 1 1 0.64042 2
2 129.02 91.02 4 3 0 2.563 2
2 91.562 71.13 3 3 1 0.96005 2
2 109.3 94.724 4 4 1 2.2746 2
2 73.17 85.193 1 3 0 0.94684 2
2 96.262 137.63 2 2 1 1.1849 2
2 107.25 127.76 2 2 1 1.9323 2
2 87.545 133.79 2 2 1 0.8802 2
2 131.4 98.805 4 2 0 1.3 2
2 125.05 99.471 4 3 0 0.75702 2
2 116.82 91.335 3 4 0 1.1243 2
2 122.08 84.683 4 3 0 0.65632 2
2 104.77 137.2 2 2 1 0.38617 2
2 108.73 146.08 2 2 1 0.38843 2
2 98.49 82.627 3 3 1 1.18 2
2 79.562 79.509 3 3 1 0.38622 2
2 69.114 108.52 1 1 1 1.0833 2
2 100.29 72.852 3 3 1 1.762 2
2 88.909 58.429 3 3 1 0.97805 2
2 139.57 102.71 4 2 0 1.2028 2
2 127.71 94.534 4 3 0 0.76992 2
2 68.49 100.38 1 1 1 0.67657 2
2 98.473 67.976 3 3 1 0.68829 2
2 84.963 129.49 2 3 0 1.4677 2
2 113.79 95.295 3 2 0 1.3605 2
2 81.79 111.54 2 1 0 1.3138 2
2 137.8 100.42 4 4 1 1.2189 2
2 78.227 104.33 1 2 0 1.3564 2
2 70.559 113.66 1 3 0 0.53126 2
2 107.72 122.85 2 2 1 1.2778 2
2 122.11 98.63 4 2 0 0.59281 2
2 124.5 78.177 4 3 0 1.3088 2
2 63.482 91.567 1 1 1 0.78783 2
2 94.807 71.083 3 3 1 1.0079 2
2 91.665 129.79 2 2 1 6.8487 2
2 97.064 60.284 3 3 1 1.1068 2
2 113.07 114.09 2 2 1 0.9628 2
2 140.93 83.272 4 3 0 0.78427 2
2 132.73 92.579 4 2 0 1.0269 2
2 104.87 128.24 2 3 0 1.1214 2
2 116.98 121.04 4 2 0 0.61171 2
2 114.03 71.214 3 3 1 0.89491 2
2 70.98 97.498 1 1 1 0.98793 2
2 115.03 82.638 3 3 1 0.71997 2
2 130.3 108.11 4 2 0 1.2321 2
2 112.1 90.087 4 3 0 5.9703 2
2 108.93 81.938 4 3 0 0.78556 2
2 81.981 122.2 2 1 0 2.3643 2
2 119.77 117.65 2 2 1 0.7391 2
2 94.916 127.7 2 2 1 1.1175 2
2 103.9 52.984 3 3 1 0.95529 2
2 103.34 114.1 2 2 1 2.3194 2
2 101.55 85.011 3 3 1 0.89825 2
2 76.145 86.468 1 1 1 1.6654 2
2 64.865 97.452 1 1 1 0.71974 2
2 80.524 83.775 3 3 1 1.2999 2
2 72.589 103.31 1 3 0 1.0916 2
2 105.36 117.7 2 2 1 0.91152 2
2 64.004 91.564 1 3 0 2.0128 2
2 95.906 128.14 2 2 1 4.621 2
2 71.674 104.66 1 1 1 2.8961 2
2 135.33 107.93 4 2 0 1.7078 2
3 69.854 99.217 1 1 1 1.5039 2
3 127.92 108.38 4 2 0 0.67192 2
3 104.24 138.9 2 2 1 1.5857 2
3 124.09 118.91 4 2 0 1.8039 2
3 59.37 85.034 1 1 1 0.67373 2
3 85.609 129.03 2 2 1 10.706 2
3 70.798 95.527 1 3 0 0.7969 2
3 98.53 129.25 2 2 1 0.6712 2
3 125.02 87.037 4 2 0 0.83192 2
3 80.145 103.81 1 2 0 1.1072 2
3 101.69 71.413 3 3 1 1.3939 2
3 64.7 97.217 1 1 1 1.1439 2
3 122.82 101.77 4 2 0 1.8432 2
3 74.074 99.646 1 1 1 2.6669 2
3 131.21 122.03 4 2 0 1.9812 2
3 110.45 128.43 2 3 0 1.8733 2
3 110.02 129.03 2 4 0 0.67361 2
3 95.845 83.32 3 3 1 0.96299 2
