1 68.92 110.38 1 1 3 1 0 3.0359 6
1 129.64 91.975 3 4 4 1 1 1.7114 6
1 92.034 75.207 4 3 4 1 0 0.85684 6
1 88.727 138.52 3 2 3 1 0 1.833 6
1 96.095 76.707 2 3 1 1 0 1.3211 6
1 58.433 101.94 3 1 2 1 0 0.88917 6
1 103.04 133.76 4 2 4 1 0 0.95318 6
1 124.8 92.44 3 4 3 1 0 0.87295 6
1 100.66 138.95 2 2 3 1 0 0.84111 6
1 91.842 58.59 1 3 3 1 1 0.84115 6
1 78.076 96.265 3 1 4 1 0 1.0173 6
1 111.32 66.94 2 3 4 1 0 1.7047 6
1 124.62 98.248 2 4 4 1 1 0.80922 6
1 110.47 86.667 2 3 4 1 0 1.657 6
1 130.46 86.239 2 4 4 1 1 0.84087 6
1 103.29 76.818 1 3 3 1 1 0.82467 6
1 109.19 138.07 4 2 2 1 1 0.64909 6
1 138.91 109.03 2 4 1 1 0 1.4492 6
1 87.493 102.65 3 1 3 1 0 0.93709 6
1 100.23 73.765 3 3 3 1 1 0.84093 6
1 67.719 92.352 1 1 1 1 1 0.7932 6
1 97.37 74.791 2 3 2 1 0 0.84111 6
1 143.47 104.91 2 4 4 1 1 0.92123 6
1 96.006 70.31 4 3 3 1 1 0.90498 6
1 99.874 116.05 2 2 2 1 1 1.8971 6
1 135.9 87.263 2 4 4 1 1 1.929 6
1 95.087 138.82 2 2 1 1 0 2.1852 6
1 108.59 150 4 2 1 1 0 1.5292 6
1 136.37 93.27 1 4 4 1 1 1.2413 6
1 75.224 88.377 2 1 1 1 1 1.8011 6
1 85.51 78.382 4 3 2 1 0 0.92104 6
1 101.3 118.25 2 2 3 1 0 0.96912 6
1 105.29 110.19 2 2 3 1 0 0.85717 6
1 73.271 112.19 3 1 2 1 0 1.6251 6
1 101.93 124.92 4 2 1 1 0 0.80915 6
1 79.921 80.143 1 1 2 1 0 1.545 6
1 64.441 99.62 4 1 1 1 1 1.0331 6
1 79.896 81.103 4 3 2 1 0 0.66478 6
1 108.16 121.17 1 2 3 1 0 1.2252 6
1 135.92 94.174 4 4 4 1 1 0.79298 6
1 135.48 103.1 2 4 4 1 1 0.88929 6
1 108.36 74.954 3 3 3 1 1 0.809 6
1 138.16 109.2 1 4 3 1 0 1.625 6
1 95.636 122.01 2 2 2 1 1 0.88912 6
1 49.067 104.17 3 1 1 1 1 0.64883 6
1 56.719 111.46 1 1 1 1 1 1.4166 6
1 114.2 77.146 1 3 3 1 1 2.393 6
1 100.26 126.58 2 2 2 1 1 0.90509 6
1 94.17 78.633 3 3 2 1 0 0.617 6
1 96.222 119.36 3 2 3 1 0 0.76089 6
1 103.49 123.83 2 2 2 1 1 1.177 6
1 111.42 105.79 2 4 3 1 0 0.66503 6
1 111.85 115.57 1 2 2 1 1 0.80908 6
1 74.406 94.873 3 1 1 1 1 1.449 6
1 131.82 93.131 1 4 4 1 1 2.3449 6
1 96.639 63.931 2 3 3 1 1 1.9292 6
1 70.057 97.824 3 1 1 1 1 1.177 6
1 95.503 80.539 2 3 2 1 0 1.2252 6
1 67.055 109.5 3 1 1 1 1 0.60112 6
1 82.728 60.788 2 3 1 1 0 1.1131 6
1 65.483 111.99 4 1 1 1 1 0.61866 6
1 78.451 105.19 4 1 1 1 1 0.96898 6
1 94.439 74.619 1 3 3 1 1 0.82508 6
1 123.59 90.996 2 3 4 1 0 0.64906 6
1 67.377 101.21 1 1 1 1 1 3.3052 6
1 132.47 91.274 2 4 4 1 1 0.76127 6
1 84.668 102.75 4 1 3 1 0 1.385 6
1 132.97 97.663 1 4 2 1 0 0.85717 6
1 126.81 79.395 3 4 4 1 1 3.0812 6
1 78.156 106.16 4 1 1 1 1 1.1612 6
1 95.081 129.76 1 2 3 1 0 1.8491 6
1 137.35 113.99 4 4 4 1 1 0.56913 6
1 83.097 99.69 2 1 1 1 1 0.697 6
1 137.08 110.12 4 4 4 1 1 0.58518 6
1 102.03 55.27 3 3 2 1 0 0.87312 6
