1 98.473 67.976 3 1 0 29.693 2 1 1 0
1 84.963 129.49 2 2 1 3.8789 2 1 1 0
1 95.81 77.826 3 4 0 11.009 2 1 1 0
1 139.57 102.71 4 4 1 3.2256 2 1 1 0
1 132.73 92.579 4 4 1 1.8897 2 1 1 0
1 90.49 90.771 1 4 0 2.7218 2 1 1 0
1 69.854 99.217 1 2 0 1.8096 2 1 1 0
1 124.09 118.91 4 2 0 0.84164 2 1 1 0
1 76.145 86.468 1 2 0 0.83365 2 1 1 0
1 70.559 113.66 1 2 0 0.58579 2 1 1 0
1 63.482 91.567 1 2 0 0.55369 2 1 1 0
1 104.87 128.24 2 2 1 0.36985 2 1 1 0
1 101.08 80.825 3 2 0 1.1616 2 1 1 0
1 74.074 99.646 1 2 0 0.5217 2 1 1 0
1 90.921 64.416 3 2 0 0.77766 2 1 1 0
1 90.34 116.9 1 2 0 0.35368 2 1 1 0
1 74.121 97.48 1 2 0 0.30564 2 1 1 0
1 104.24 138.9 2 2 1 0.46509 2 1 1 0
1 127.92 108.38 4 1 0 0.57769 2 1 1 0
1 82.093 84.705 1 1 1 0.76971 2 1 1 0
1 101.69 71.413 3 1 0 1.1537 2 1 1 0
1 77.996 133.37 2 2 1 0.73782 2 1 1 0
1 98.53 129.25 2 2 1 0.95368 2 1 1 0
1 81.79 111.54 2 1 0 1.8337 2 1 1 0
1 64.7 97.217 1 1 1 0.64975 2 1 1 0
1 94.916 127.7 2 4 0 1.5697 2 1 1 0
1 87.545 133.79 2 4 0 0.68971 2 1 1 0
1 64.013 119.66 1 4 0 0.60957 2 1 1 0
1 71.674 104.66 1 4 0 0.48166 2 1 1 0
1 140.93 83.272 4 4 1 0.52948 2 1 1 0
1 116.98 121.04 4 4 1 5.4737 2 1 1 0
1 79.562 79.509 3 4 0 1.8017 2 1 1 0
1 94.807 71.083 3 4 0 27.273 2 1 1 0
1 129.02 91.02 4 3 0 4.7136 2 1 1 0
1 69.114 108.52 1 3 0 2.1696 2 1 1 0
1 80.524 83.775 3 2 0 2.3298 2 1 1 0
1 64.865 97.452 1 1 1 1.5458 2 1 1 0
1 97.064 60.284 3 1 0 1.4415 2 1 1 0
1 81.981 122.2 2 2 1 0.98568 2 1 1 0
1 115.03 82.638 3 3 1 6.1136 2 1 1 0
1 143.61 95.96 4 3 0 1.5137 2 1 1 0
1 110.02 129.03 2 2 1 0.88975 2 1 1 0
1 109.3 94.724 4 3 0 2.6736 2 1 1 0
1 94.894 72.019 3 1 0 8.6656 2 1 1 0
1 137.02 95.216 4 3 0 0.72965 2 1 1 0
1 105.37 62.352 3 1 0 1.9457 2 1 1 0
1 68.49 100.38 1 4 0 1.1538 2 1 1 0
1 107.25 127.76 2 3 0 1.2975 2 1 1 0
1 135.33 107.93 4 1 0 1.3535 2 1 1 0
1 119.77 117.65 2 4 0 0.66575 2 1 1 0
1 96.262 137.63 2 4 0 0.2976 2 1 1 0
1 88.153 75.402 3 4 0 0.32962 2 1 1 0
1 125.05 99.471 4 4 1 0.36172 2 1 1 0
1 94.876 128.97 2 1 0 1.3617 2 1 1 0
1 114.03 71.214 3 3 1 1.1538 2 1 1 0
1 80.145 103.81 1 3 0 1.0017 2 1 1 0
1 70.98 97.498 1 3 0 1.7857 2 1 1 0
1 73.17 85.193 1 3 0 1.0817 2 1 1 0
1 108.73 146.08 2 2 1 0.79376 2 1 1 0
1 103.34 114.1 2 4 0 1.1938 2 1 1 0
1 113.07 114.09 2 4 0 0.88161 2 1 1 0
1 122.82 101.77 4 4 1 1.4257 2 1 1 0
1 131.21 122.03 4 1 0 1.1697 2 1 1 0
1 64.004 91.564 1 1 1 1.1697 2 1 1 0
1 107.72 122.85 2 1 0 1.6656 2 1 1 0
1 106.31 69.963 3 4 0 2.9057 2 1 1 0
1 122.11 98.63 4 4 1 2.1937 2 1 1 0
1 95.906 128.14 2 3 0 3.6176 2 1 1 0
1 125.02 87.037 4 3 0 5.4657 2 1 1 0
1 110.45 128.43 2 1 0 3.6497 2 1 1 0
1 88.909 58.429 3 4 0 1.5298 2 1 1 0
1 113.79 95.295 3 4 0 0.85748 2 1 1 0
1 95.845 83.32 3 2 0 1.6176 2 1 1 0
1 124.5 78.177 4 2 0 10.218 2 1 1 0
1 129.28 110.85 4 2 0 3.6497 2 1 1 0
1 70.798 95.527 1 2 0 0.64168 2 1 1 0
1 91.665 129.79 2 2 1 0.39376 2 1 1 0
1 101.55 85.011 3 1 0 6.9297 2 1 1 0
1 100.29 72.852 3 4 0 1.2258 2 1 1 0
1 78.227 104.33 1 2 0 2.5858 2 1 1 0
1 116.82 91.335 3 1 0 0.79375 2 1 1 0
1 89.463 121.33 2 1 0 0.34568 2 1 1 0
1 104.77 137.2 2 1 0 0.80985 2 1 1 0
1 72.589 103.31 1 2 0 0.40983 2 1 1 0
1 103.9 52.984 3 4 0 1.3776 2 1 1 0
1 98.49 82.627 3 4 0 2.0497 2 1 1 0
1 137.8 100.42 4 4 1 0.73752 2 1 1 0
1 112.1 90.087 4 4 1 2.4257 2 1 1 0
1 105.36 117.7 2 4 0 0.9936 2 1 1 0
1 73.671 95.878 1 4 0 1.6016 2 1 1 0
1 122.08 84.683 4 3 0 5.5937 2 1 1 0
1 55.968 101.51 1 3 0 0.48969 2 1 1 0
1 106.52 71.449 3 3 1 2.1378 2 1 1 0
1 85.609 129.03 2 1 0 2.3697 2 1 1 0
1 108.93 81.938 4 4 1 1.3618 2 1 1 0
1 130.3 108.11 4 3 0 1.5217 2 1 1 0
1 59.37 85.034 1 4 0 0.87367 2 1 1 0
1 127.71 94.534 4 1 0 3.9297 2 1 1 0
1 131.4 98.805 4 3 0 1.0337 2 1 1 0
1 91.562 71.13 3 3 1 0.48966 2 1 1 0
2 98.473 67.976 3 4 0 10.718 2 1 1 0
2 84.963 129.49 2 2 1 1.036 2 1 1 0
2 95.81 77.826 3 1 0 6.7616 2 1 1 0
2 139.57 102.71 4 1 0 1.0098 2 1 1 0
2 132.73 92.579 4 1 0 0.8496 2 1 1 0
2 90.49 90.771 1 1 1 0.64958 2 1 1 0
2 69.854 99.217 1 1 1 0.91353 2 1 1 0
2 124.09 118.91 4 2 0 0.8976 2 1 1 0
2 76.145 86.468 1 1 1 0.95364 2 1 1 0
2 70.559 113.66 1 1 1 0.68976 2 1 1 0
2 63.482 91.567 1 1 1 0.71364 2 1 1 0
2 104.87 128.24 2 4 0 1.4656 2 1 1 0
2 101.08 80.825 3 1 0 2.1857 2 1 1 0
2 74.074 99.646 1 1 1 0.68181 2 1 1 0
2 90.921 64.416 3 3 1 0.92972 2 1 1 0
2 90.34 116.9 1 3 0 1.0977 2 1 1 0
2 74.121 97.48 1 1 1 1.2337 2 1 1 0
2 104.24 138.9 2 4 0 1.2418 2 1 1 0
2 127.92 108.38 4 4 1 0.88963 2 1 1 0
2 82.093 84.705 1 1 1 1.0497 2 1 1 0
2 101.69 71.413 3 1 0 0.64969 2 1 1 0
2 77.996 133.37 2 2 1 1.1299 2 1 1 0
2 98.53 129.25 2 2 1 0.61768 2 1 1 0
2 81.79 111.54 2 2 1 0.80971 2 1 1 0
2 64.7 97.217 1 1 1 1.5616 2 1 1 0
2 94.916 127.7 2 2 1 0.78573 2 1 1 0
2 87.545 133.79 2 2 1 0.61764 2 1 1 0
2 64.013 119.66 1 2 0 1.8977 2 1 1 0
2 71.674 104.66 1 1 1 0.81764 2 1 1 0
2 140.93 83.272 4 1 0 1.6418 2 1 1 0
2 116.98 121.04 4 1 0 0.68961 2 1 1 0
2 79.562 79.509 3 1 0 0.72177 2 1 1 0
2 94.807 71.083 3 1 0 0.74572 2 1 1 0
2 129.02 91.02 4 1 0 1.0898 2 1 1 0
2 69.114 108.52 1 1 1 1.0097 2 1 1 0
2 80.524 83.775 3 3 1 0.88177 2 1 1 0
2 64.865 97.452 1 1 1 1.1378 2 1 1 0
2 97.064 60.284 3 3 1 0.8177 2 1 1 0
2 81.981 122.2 2 2 1 0.88174 2 1 1 0
2 115.03 82.638 3 1 0 0.87377 2 1 1 0
2 143.61 95.96 4 1 0 1.5298 2 1 1 0
2 110.02 129.03 2 2 1 0.68958 2 1 1 0
2 109.3 94.724 4 4 1 5.2975 2 1 1 0
2 94.894 72.019 3 1 0 0.96964 2 1 1 0
2 137.02 95.216 4 1 0 1.2337 2 1 1 0
2 105.37 62.352 3 1 0 1.0096 2 1 1 0
2 68.49 100.38 1 1 1 0.64153 2 1 1 0
2 107.25 127.76 2 2 1 0.97785 2 1 1 0
2 135.33 107.93 4 4 1 1.3776 2 1 1 0
2 119.77 117.65 2 2 1 0.84971 2 1 1 0
2 96.262 137.63 2 2 1 0.72963 2 1 1 0
2 88.153 75.402 3 1 0 1.2016 2 1 1 0
2 125.05 99.471 4 4 1 2.6097 2 1 1 0
2 94.876 128.97 2 2 1 0.7137 2 1 1 0
2 114.03 71.214 3 4 0 1.6657 2 1 1 0
2 80.145 103.81 1 1 1 1.0336 2 1 1 0
2 70.98 97.498 1 1 1 1.0897 2 1 1 0
2 73.17 85.193 1 1 1 0.90566 2 1 1 0
2 108.73 146.08 2 2 1 0.72176 2 1 1 0
2 103.34 114.1 2 2 1 1.2258 2 1 1 0
2 113.07 114.09 2 2 1 0.88179 2 1 1 0
2 122.82 101.77 4 1 0 2.2176 2 1 1 0
2 131.21 122.03 4 2 0 2.9778 2 1 1 0
2 64.004 91.564 1 1 1 0.87369 2 1 1 0
2 107.72 122.85 2 2 1 2.5138 2 1 1 0
2 106.31 69.963 3 4 0 1.8977 2 1 1 0
2 122.11 98.63 4 1 0 0.87361 2 1 1 0
2 95.906 128.14 2 2 1 1.2818 2 1 1 0
2 125.02 87.037 4 1 0 1.9616 2 1 1 0
2 110.45 128.43 2 2 1 0.68953 2 1 1 0
2 88.909 58.429 3 3 1 1.6096 2 1 1 0
2 113.79 95.295 3 1 0 3.0418 2 1 1 0
2 95.845 83.32 3 1 0 0.98572 2 1 1 0
2 124.5 78.177 4 4 1 3.9536 2 1 1 0
2 129.28 110.85 4 2 0 0.88158 2 1 1 0
2 70.798 95.527 1 1 1 1.1775 2 1 1 0
2 91.665 129.79 2 2 1 0.8975 2 1 1 0
2 101.55 85.011 3 1 0 3.6816 2 1 1 0
2 100.29 72.852 3 1 0 1.7937 2 1 1 0
2 78.227 104.33 1 2 0 3.5135 2 1 1 0
2 116.82 91.335 3 4 0 1.1218 2 1 1 0
2 89.463 121.33 2 4 0 0.88171 2 1 1 0
2 104.77 137.2 2 2 1 0.71375 2 1 1 0
2 72.589 103.31 1 2 0 5.8656 2 1 1 0
2 103.9 52.984 3 3 1 1.7858 2 1 1 0
2 98.49 82.627 3 4 0 1.5056 2 1 1 0
2 137.8 100.42 4 2 0 1.3376 2 1 1 0
2 112.1 90.087 4 2 0 1.1618 2 1 1 0
