1 103.49 123.83 1 2 2 1 0 2.2559
1 78.156 106.16 1 1 1 2 0 0.91709
1 56.719 111.46 1 1 1 3 0 1.4822
1 96.006 70.31 1 4 3 2 0 3.7223
1 68.92 110.38 1 2 1 2 0 1.2102
1 95.081 129.76 1 4 2 1 0 0.85883
1 82.728 60.788 1 4 3 4 0 0.93804
1 130.46 86.239 1 3 4 3 0 0.44218
1 83.097 99.69 1 3 1 1 1 0.98619
1 101.93 124.92 1 4 2 2 1 0.29802
1 105.84 59.327 1 1 3 3 1 0.31425
1 105.39 122.35 1 3 2 4 0 0.28191
1 137.35 113.99 1 4 4 4 1 1.1465
1 143.47 104.91 1 3 4 4 1 0.68239
1 130.11 92.592 1 1 4 4 1 0.63457
1 111.32 66.94 1 2 3 3 1 0.73038
1 105.29 110.19 1 4 2 3 0 0.39374
1 108.36 74.954 1 4 3 2 0 0.36231
1 97.37 74.791 1 3 3 1 0 0.2662
1 79.896 81.103 1 2 3 3 1 0.26586
1 88.46 132.35 1 1 2 3 0 0.57003
1 108.59 150 1 2 2 3 0 0.65026
1 79.388 101.95 1 4 1 2 0 0.42547
1 97.504 109.72 1 3 2 3 0 0.41376
1 95.636 122.01 1 3 2 2 1 0.29784
1 96.222 119.36 1 4 2 3 0 0.55402
1 111.85 115.57 1 3 2 2 1 0.31422
1 96.639 63.931 1 2 3 2 0 0.32969
1 105.35 62.113 1 1 3 3 1 0.24974
1 103.04 133.76 1 1 2 4 0 1.1461
1 87.493 102.65 1 4 1 2 0 0.56983
1 113.19 81.538 1 1 4 3 0 0.24973
1 100.45 75.41 1 1 3 2 0 0.41007
1 84.233 137.95 1 3 2 1 0 0.23426
1 75.224 88.377 1 3 1 3 0 0.37824
1 108.16 121.17 1 3 2 2 1 0.29833
1 77.043 103.02 1 2 1 3 0 0.89034
1 91.842 58.59 1 1 3 2 0 1.674
1 58.433 101.94 1 4 1 1 1 0.6827
1 84.668 102.75 1 4 1 2 0 0.60246
1 88.727 138.52 1 2 2 3 0 0.79385
1 95.503 80.539 1 4 3 2 0 0.8583
1 101.3 118.25 1 3 2 2 1 0.61591
1 100.23 73.765 1 3 3 3 1 0.50554
1 107.66 76.983 1 3 3 4 0 0.37793
1 124.62 98.248 1 3 4 4 1 0.66585
1 100.26 126.58 1 1 2 2 1 1.4662
1 78.076 96.265 1 1 1 3 0 0.34689
1 67.377 101.21 1 3 1 1 1 1.066
1 95.087 138.82 1 4 2 3 0 0.95417
1 136.37 93.27 1 3 4 4 1 0.50603
1 118.36 111.64 1 3 4 4 1 0.69807
1 49.067 104.17 1 4 1 1 1 0.68164
1 138.1 78.635 1 1 4 4 1 0.9057
1 137.08 110.12 1 2 4 4 1 0.66598
1 73.271 112.19 1 2 1 2 0 0.66611
1 74.406 94.873 1 2 1 1 1 0.73013
1 65.483 111.99 1 1 1 2 0 1.2102
1 132.47 91.274 1 3 4 3 0 0.80983
1 102.03 55.27 1 3 3 2 0 0.61745
1 67.719 92.352 1 4 1 1 1 0.72987
1 100.66 138.95 1 2 2 3 0 1.6424
1 78.451 105.19 1 2 1 2 0 0.60246
1 150.2 102.4 1 4 4 4 1 0.50641
1 85.51 78.382 1 3 3 2 0 1.0499
1 96.095 76.707 1 3 3 3 1 0.57018
1 135.92 94.174 1 2 4 2 0 0.37838
1 131.82 93.131 1 3 4 4 1 0.39354
1 111.42 105.79 1 2 4 4 1 0.71416
1 80.514 110.94 1 4 1 2 0 0.89012
1 99.777 123.8 1 3 2 3 0 0.88955
