1 68.92 110.38 1 3 1 1 1 10.749
1 130.46 86.239 1 1 4 2 0 3.0692
1 105.29 110.19 1 4 2 3 0 3.7647
1 95.503 80.539 1 1 3 4 0 3.6066
1 101.3 118.25 1 4 2 1 0 0.43872
1 74.406 94.873 1 2 1 2 0 1.5907
1 137.35 113.99 1 3 4 4 1 1.7667
1 138.16 109.2 1 1 4 4 1 0.90268
1 100.66 138.95 1 4 2 3 0 1.3025
1 111.42 105.79 1 4 4 4 1 0.82269
1 78.076 96.265 1 4 1 3 0 0.75852
1 102.03 55.27 1 3 3 4 0 0.80635
1 97.37 74.791 1 3 3 1 0 0.88643
1 70.057 97.824 1 4 1 1 1 0.87037
1 114.29 103.67 1 3 4 4 1 1.0626
1 101.93 124.92 1 2 2 4 0 2.0065
1 88.46 132.35 1 1 2 3 0 0.77433
1 105.39 122.35 1 3 2 4 0 0.77396
1 81.331 81.853 1 4 1 1 1 0.71012
1 103.8 134.02 1 2 2 2 1 1.2863
1 138.91 109.03 1 2 4 3 0 1.9743
1 95.087 138.82 1 2 2 2 1 1.2382
1 79.921 80.143 1 4 1 1 1 0.72648
1 96.095 76.707 1 3 3 4 0 2.3102
1 138.1 78.635 1 2 4 4 1 1.4936
1 78.156 106.16 1 4 1 2 0 0.72614
1 94.439 74.619 1 4 3 1 0 0.56609
1 58.433 101.94 1 3 1 1 1 0.87
1 64.441 99.62 1 3 1 1 1 0.61403
1 125.42 88.357 1 2 4 4 1 1.4618
1 137.08 110.12 1 4 4 4 1 0.7571
1 82.728 60.788 1 1 3 2 0 3.0778
1 132.97 97.663 1 1 4 4 1 1.6696
1 135.92 94.174 1 3 4 4 1 0.91786
1 94.17 78.633 1 3 3 2 0 1.4613
1 95.636 122.01 1 2 2 3 0 0.4533
1 103.04 133.76 1 2 2 4 0 0.5651
1 84.233 137.95 1 1 2 1 0 0.48542
1 67.719 92.352 1 4 1 1 1 0.77334
1 108.59 150 1 1 2 2 1 1.9256
1 80.514 110.94 1 3 1 3 0 1.2218
1 79.388 101.95 1 1 1 4 0 0.56552
1 114.2 77.146 1 2 3 3 1 1.5578
1 91.842 58.59 1 2 3 1 0 1.2374
1 65.483 111.99 1 1 1 1 1 0.75766
1 132.47 91.274 1 2 4 2 0 2.5658
1 103.29 76.818 1 2 3 3 1 1.0132
1 79.896 81.103 1 3 3 1 0 1.045
1 126.81 79.395 1 3 4 2 0 2.1014
1 85.51 78.382 1 4 3 4 0 3.2691
1 78.451 105.19 1 1 1 3 0 0.50091
1 131.82 93.131 1 1 4 2 0 0.62904
1 150.2 102.4 1 1 4 2 0 1.6532
1 73.271 112.19 1 2 1 1 1 0.8374
1 56.719 111.46 1 3 1 1 1 0.74094
1 136.37 93.27 1 3 4 4 1 0.98094
1 83.097 99.69 1 2 1 2 0 1.3973
1 97.504 109.72 1 3 2 3 0 0.48469
1 100.19 132.46 1 3 2 1 0 0.51705
1 97.803 130.48 1 4 2 4 0 0.40488
1 135.48 103.1 1 4 4 2 0 2.0367
1 123.59 90.996 1 4 3 4 0 0.58054
1 110.47 86.667 1 4 3 3 1 0.40471
1 100.26 126.58 1 4 2 2 1 1.0766
1 84.668 102.75 1 3 1 3 0 2.021
1 95.081 129.76 1 2 2 4 0 0.59671
1 87.493 102.65 1 2 1 2 0 0.32482
1 71.147 98.665 1 2 1 1 1 0.43668
1 105.84 59.327 1 1 3 3 1 2.8205
1 105.35 62.113 1 4 3 3 1 0.62812
1 109.19 138.07 1 2 2 3 0 1.428
1 100.28 82.642 1 4 3 3 1 0.75671
1 99.874 116.05 1 2 2 3 0 0.58051
1 143.47 104.91 1 2 4 4 1 2.1807
1 100.23 73.765 1 4 3 3 1 2.6927
1 92.034 75.207 1 3 3 3 1 0.85199
1 103.49 123.83 1 3 2 3 0 0.78868
1 96.639 63.931 1 2 3 3 1 0.98037
1 49.067 104.17 1 4 1 1 1 0.83601
1 129.64 91.975 1 3 4 4 1 2.0367
1 107.66 76.983 1 1 3 4 0 0.98039
1 100.45 75.41 1 2 3 3 1 0.66053
1 124.8 92.44 1 1 4 4 1 2.4045
