1 93.601 150 2 4 0 4.9428 0 999 999 999 999 999 999 999 999 999
1 98.021 128.23 2 1 0 2.2219 0 999 999 999 999 999 999 999 999 999
1 136.03 97.568 4 3 0 0.87783 0 999 999 999 999 999 999 999 999 999
1 112.36 128.14 2 2 1 0.79894 0 999 999 999 999 999 999 999 999 999
1 98.916 129.03 2 2 1 2.094 0 999 999 999 999 999 999 999 999 999
1 112.36 128.14 2 2 1 0.98999 0 999 999 999 999 999 999 999 999 999
1 57.396 119.72 1 2 0 1.1497 0 999 999 999 999 999 999 999 999 999
1 123.59 85.178 3 3 1 1.0378 0 999 999 999 999 999 999 999 999 999
1 89.613 64.028 3 3 1 1.6779 0 999 999 999 999 999 999 999 999 999
1 73.671 80.143 1 3 0 0.5099 0 999 999 999 999 999 999 999 999 999
1 124.25 90.087 4 2 0 2.4139 0 999 999 999 999 999 999 999 999 999
1 78.076 102.45 1 3 0 1.3418 0 999 999 999 999 999 999 999 999 999
1 57.396 119.72 1 3 0 0.62187 0 999 999 999 999 999 999 999 999 999
1 124.5 112.93 4 4 1 1.3261 0 999 999 999 999 999 999 999 999 999
1 112.26 59.036 3 1 0 2.814 0 999 999 999 999 999 999 999 999 999
1 104.2 109.72 2 2 1 1.2299 0 999 999 999 999 999 999 999 999 999
1 110.69 67.181 3 1 0 1.566 0 999 999 999 999 999 999 999 999 999
1 126.13 101.61 4 2 0 1.1498 0 999 999 999 999 999 999 999 999 999
1 89.613 64.028 3 4 0 1.3579 0 999 999 999 999 999 999 999 999 999
1 92.524 131.59 2 2 1 3.0699 0 999 999 999 999 999 999 999 999 999
1 124.5 112.93 4 4 1 4.0778 0 999 999 999 999 999 999 999 999 999
1 89.613 64.028 3 1 0 0.94202 0 999 999 999 999 999 999 999 999 999
1 98.021 128.23 2 1 0 1.7579 0 999 999 999 999 999 999 999 999 999
1 133.28 101.29 4 2 0 1.3261 0 999 999 999 999 999 999 999 999 999
1 112.9 134.84 2 2 1 1.47 0 999 999 999 999 999 999 999 999 999
1 109.42 65.457 3 4 0 1.39 0 999 999 999 999 999 999 999 999 999
1 107.27 70.31 3 4 0 0.78191 0 999 999 999 999 999 999 999 999 999
1 112.36 128.14 2 2 1 0.58987 0 999 999 999 999 999 999 999 999 999
1 98.916 129.03 2 2 1 0.94185 0 999 999 999 999 999 999 999 999 999
1 82.918 68.211 3 3 1 2.6539 0 999 999 999 999 999 999 999 999 999
