1 98.49 82.627 3 2 0 5.2958 2
1 104.77 137.2 2 1 0 1.7408 2
1 72.589 103.31 1 3 0 2.8747 2
1 74.121 97.48 1 4 0 0.53942 2
1 77.996 133.37 2 4 0 1.8034 2
1 89.463 121.33 2 2 1 2.3468 2
1 132.73 92.579 4 2 0 3.7383 2
1 129.02 91.02 4 2 0 4.7652 2
1 94.807 71.083 3 1 0 8.1869 2
1 130.3 108.11 4 2 0 1.3068 2
1 124.5 78.177 4 3 0 1.7384 2
1 80.145 103.81 1 1 1 1.9311 2
1 79.562 79.509 3 2 0 1.833 2
1 87.545 133.79 2 4 0 4.237 2
1 95.906 128.14 2 2 1 2.3499 2
1 137.02 95.216 4 3 0 1.3384 2
1 122.08 84.683 4 3 0 1.3056 2
1 131.4 98.805 4 4 1 1.195 2
1 95.81 77.826 3 4 0 1.3384 2
1 116.98 121.04 4 2 0 0.82556 2
1 98.53 129.25 2 2 1 0.70022 2
1 69.854 99.217 1 1 1 2.9404 2
1 113.07 114.09 2 4 0 4.077 2
1 139.57 102.71 4 4 1 1.3875 2
1 84.963 129.49 2 2 1 2.3169 2
1 97.064 60.284 3 3 1 0.87734 2
1 110.02 129.03 2 4 0 2.4609 2
1 91.665 129.79 2 2 1 1.0683 2
1 68.49 100.38 1 1 1 0.66666 2
1 125.05 99.471 4 3 0 2.9712 2
1 131.21 122.03 4 4 1 0.98929 2
1 64.013 119.66 1 2 0 1.3106 2
1 59.37 85.034 1 3 0 1.3875 2
1 103.34 114.1 2 2 1 2.7964 2
1 115.03 82.638 3 3 1 1.7584 2
1 124.09 118.91 4 3 0 2.1232 2
1 64.865 97.452 1 1 1 1.0051 2
1 127.92 108.38 4 3 0 2.8909 2
1 63.482 91.567 1 1 1 1.1956 2
1 70.98 97.498 1 1 1 1.61 2
1 88.153 75.402 3 4 0 3.8058 2
1 104.87 128.24 2 2 1 0.9558 2
1 90.49 90.771 1 3 0 0.95718 2
1 125.02 87.037 4 3 0 0.97321 2
1 105.36 117.7 2 2 1 1.2133 2
